TZ16_CODE,TZ16_NAME,Tz16_Area,Flag,CBD,Gr_Parra,Gr_Penrith,Liverpool,Campbeltn,Airport,SA4_adj_ID,SA4_adj_NAME,SA4_adj_index,ABM_zone
1,Barangaroo_Headland Park,64884.12626,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,1
2,Barangaroo_Northern Cove,74488.64591,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,2
3,Barangaroo_Southern Cove,30794.77399,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,3
4,Barangaroo_Jenkins Lane,13964.45013,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,4
5,Barangaroo_Ferry Terminal,33804.09123,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,5
6,Sydney CBD_Moores Wharf,23405.44884,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,6
7,Sydney CBD_Hickson Road_Western End,26724.96224,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,7
8,Sydney CBD_The Rocks_Argyle Place,25366.41025,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,8
9,Walsh Bay,66847.64739,0,1,0,0,0,0,0,11, City and Inner South (CBD),0,9
10,Sydney CBD_Hickson Road_Eastern End,32784.86581,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,10
11,Sydney CBD_Dawes Point Park,41747.85415,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,11
12,Sydney CBD_The Rocks_Trinity Ave,30434.4033,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,12
13,Sydney CBD_Gloucester Walk,12779.90742,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,13
14,Sydney CBD_The Rocks_Argyle Centre,20559.55429,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,14
15,Sydney CBD_Hickson Rd Reserve,20572.76852,0,1,0,0,0,0,0,11, City and Inner South (CBD),0,15
16,Sydney CBD_Sydney Cove Overseas Passenger Terminal,26328.3035,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,16
17,Sydney Opera House,40824.62043,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,17
18,Sydney CBD_Kent St_Northern Section,31599.51639,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,18
19,Sydney CBD_Sydney Observatory,118316.4661,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,19
20,Sydney CBD_The Rocks_King George V Recreation Centre,27769.69912,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,20
21,Sydney CBD_The Rocks_Sydney Harbour Foreshore Authority,15983.04424,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,21
22,Sydney CBD_Museum of Contemporary Art,20519.07661,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,22
23,Sydney CBD_Circular Quay East_The Toaster,24003.08412,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,23
24,Sydney CBD_The Rocks_Shangri La Hotel,12648.1352,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,24
25,Sydney CBD_The Rocks_Four Seasons Hotel,9991.849693,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,25
26,Sydney CBD_Circular Quay Station-Wharves,27298.33604,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,26
27,Sydney CBD_The Rocks_Science House,7229.637676,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,27
28,Sydney CBD_The Rocks_Cove Apartments,9381.668092,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,28
29,Sydney CBD_Grosvenor Place,11975.35026,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,29
30,Sydney CBD_Circular Quay_Herald Square,32090.31857,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,30
31,Sydney CBD_Circular Quay_Gateway Quayside,29015.88832,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,31
32,Sydney CBD_Circular Quay_Customs House,12695.54135,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,32
33,Sydney CBD_Circular Quay_AMP Centre,13111.99091,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,33
34,Sydney CBD_Sir Stamford and InterContinental Hotels,14064.62246,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,34
35,Royal Botanic Gardens,431650.5595,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,35
36,Sydney CBD_Maritime Trade Towers,19950.23797,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,36
37,Sydney CBD_35 Clarence St,12826.76054,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,37
38,Sydney CBD_1 York St,7629.562321,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,38
39,Sydney CBD_AAP Centre,19490.92875,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,39
40,Sydney CBD_10 Bond St and 20 Bond St,14572.64988,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,40
41,Sydney CBD_Royal Exchange Building,7146.816926,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,41
42,Sydney CBD_Lands Dept Building_Bridge St,6357.739406,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,42
43,Sydney CBD_Department of Education Building,6398.754555,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,43
44,Sydney CBD_Governor Macquarie Tower_Governor Phillip Tower,11622.65432,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,44
45,Sydney CBD_ABN Amro Tower_Aurora Place,22184.0785,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,45
46,Sydney CBD_The York Apartment Hotel,6129.611467,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,46
47,Sydney CBD_Metcentre,13887.99946,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,47
48,Sydney CBD_Australia Square,13399.92826,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,48
49,Sydney CBD_Radisson Plaza Hotel,12977.67413,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,49
50,Sydney CBD_25 Bligh St,16749.40533,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,50
51,Sydney CBD_Wentworth Hotel,12746.48332,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,51
52,Sydney CBD_Chifley Square_Chifley Tower,15234.74128,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,52
53,Sydney CBD_King St Wharf_Northern End,29032.55945,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,53
54,Sydney CBD_Westpac Place,17119.20495,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,54
55,Sydney CBD_83 Clarence St,10947.03167,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,55
56,Sydney CBD_Wynyard Station_York St,12411.30385,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,56
57,Sydney CBD_Wynyard Station_George St,30102.61628,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,57
58,Sydney CBD_Hunter Connection,21693.94338,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,58
59,Sydney CBD_QBE Building,10366.01952,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,59
60,Sydney CBD_Savings Bank Building,10816.1342,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,60
61,Sydney CBD_Colonial Centre_Goodsell Building,9573.43,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,61
62,Sydney CBD_Martin Place Station_Hunter St and Macquarie St,14067.41983,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,62
63,Sydney CBD_Parliament House_Sydney Hospital,68780.05289,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,63
64,Mrs Macquaries Chair,143531.9027,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,64
65,Sydney CBD_King St Wharf_Southern End,14395.44479,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,65
66,Sydney CBD_Slip St,16475.59194,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,66
67,Sydney CBD_Lumley House,19926.0001,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,67
68,Sydney CBD_Red Cross House,14129.87804,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,68
69,Sydney CBD_AWA Building,8170.834637,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,69
70,Barrack St and York St,7780.211811,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,70
71,Centenary Square,7520.760436,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,71
72,Centenary Square and George,10913.76096,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,72
73,Sydney CBD_No.1 Martin Place,24095.53391,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,73
74,MLC Centre Sydney,19218.99924,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,74
75,Martin Place and Elizabeth St,10794.63396,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,75
76,Martin Place and Phillip St,9440.499185,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,76
77,Martin Place Station,14175.2392,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,77
78,Star City_Pyrmont Bay Ferry Wharf,22341.37156,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,78
79,Sydney Aquarium,42496.50077,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,79
80,Allianz Centre,22366.29744,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,80
81,King St and Clarence St,15089.06279,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,81
82,Westpac Building,16846.33276,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,82
83,King St and George St,17061.28475,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,83
84,Sydney CBD_Strand Arcade,16576.71142,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,84
85,Sydney CBD_Centrepoint,15275.41577,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,85
86,David Jones_Elizabeth Street,12122.55966,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,86
87,Law Courts Building Sydney,11853.1391,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,87
88,"Darling Harbour_Novotel, Grand Mercure, Ibis",39939.40502,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,88
89,Harbourside_Darling Harbour,93823.6793,0,1,0,0,0,0,0,11, City and Inner South (CBD),0,89
90,Cockle Bay Wharf,12729.91793,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,90
91,Cockle Bay Wharf_East,28385.95123,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,91
92,Market St and Kent St,18947.31594,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,92
93,Market St and Clarence St,12537.29958,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,93
94,Market St and York St,15443.30979,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,94
95,Queen Victoria Building,11986.26124,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,95
96,Sydney CBD_Galeries Victoria,28064.59261,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,96
97,Piccadilly Arcade,28769.26751,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,97
98,Sheraton On The Park,19184.57676,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,98
99,St. Mary's Cathedral,20220.24647,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,99
100,Art Gallery Of NSW,186788.4385,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,100
101,Darling Harbour_Crown Plaza Hotel,15834.87293,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,101
102,Druitt St and Kent St,13826.33208,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,102
103,Sydney CBD_Sydney Town Hall,26694.84618,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,103
104,Town Hall Station,16072.83088,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,104
105,Sydney CBD_Defence Plaza,14487.8945,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,105
106,Park St and Elizabeth St,9942.012928,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,106
107,St James Station,193075.4495,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,107
108,Exhibition Centre_Darling Harbour,150505.3481,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,108
109,Millennium Towers,22973.25763,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,109
110,Bathurst St and Kent St,20750.75601,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,110
111,Greater Union Cinema Centre,22793.48345,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,111
112,Bathurst St and Pitt St,11404.28474,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,112
113,Wilmot St and Pitt St,5237.621604,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,113
114,Court Of Petty Sessions,15263.08821,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,114
115,Bathurst St and Castlereagh St,21789.64453,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,115
116,Bathurst St and Elizabeth St,15744.04239,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,116
117,Liverpool St and Sussex,19668.80926,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,117
118,Liverpool St and George,19684.19281,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,118
119,World Square Sydney,26149.04053,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,119
120,Masonic Centre,16347.60654,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,120
121,Sydney CBD_Downing Centre,10757.60982,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,121
122,Liverpool St and Nithsdale St,13472.45923,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,122
123,Liverpool St and Commonweath St,15796.49971,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,123
124,Liverpool St and Wentworth St,10162.97601,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,124
125,Entertainment Centre,53119.8559,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,125
126,Holiday Inn_Chinatown,14490.35532,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,126
127,Sussex Centre_Chinatown,8467.153021,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,127
128,Little Hay St and Sussex St_Chinatown,5928.615293,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,128
129,Goulburn St and George St,14109.95469,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,129
130,Scruffy Murphys,22704.04237,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,130
131,Regis Tower,18089.7868,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,131
132,Goulburn St and Wentworth St,20109.46225,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,132
133,Capitol Square,11803.27491,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,133
134,Sydney CBD_Belmore Park,63159.93173,1,1,1,0,0,0,0,11, City and Inner South (CBD),0,134
135,Paddys Market,19807.01643,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,135
136,UTS_Ultimo_East,37750.69755,1,1,1,0,0,0,0,11, City and Inner South (CBD),0,136
137,Hay St and George St,6217.884181,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,137
138,Central Square MLR Stop,6141.059324,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,138
139,Parker St and Hay St,4997.040586,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,139
140,Sydney CBD_Sydney Central Building,10195.43286,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,140
141,Ultimo St and Hay St,8099.011109,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,141
142,Ultimo St and George St,22076.00184,1,1,1,0,0,0,0,11, City and Inner South (CBD),0,142
143,Sydney CBD_McKell Building,6937.284639,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,143
144,Sydney TAFE,26313.20257,1,1,1,0,0,0,0,11, City and Inner South (CBD),0,144
145,Rawson St and Pitt St,14492.18868,1,1,1,0,0,0,0,11, City and Inner South (CBD),0,145
146,Central Station,133134.5415,1,1,1,0,0,0,0,11, City and Inner South (CBD),0,146
147,Goat Island,64184.28731,0,0,0,0,0,0,0,11, City and Inner South (CBD),0,147
148,Fort Denison,4123.15218,0,0,0,0,0,0,0,11, City and Inner South (CBD),0,148
149,Sydney CBD_Jenkins St,17113.30218,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,149
150,Sydney CBD_King St Wharf_Southern End,12229.09607,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,150
151,Pyrmont_Darling Island,112076.02,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,151
152,John St Square MLR,190243.6129,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,152
153,Fish Markets MLR,170909.7133,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,153
154,Hardwood St,35693.56715,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,154
155,Experiment St,26340.36787,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,155
156,Wentworth Park MLR,128912.9083,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,156
157,Powerhouse Museum Ultimo,216002.2913,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,157
158,Broadway Shopping Centre_Glebe_Mountain St and Small St,127790.3181,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,158
159,UTS_Ultimo_West,186450.6843,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,159
160,ABC Ultimo Centre,24653.01667,1,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,160
161,Sydney CBD_Perpetual Trustee Building,13745.71999,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,161
162,Sydney CBD_Myer Building,10138.71448,1,1,0,0,0,0,0,11, City and Inner South (CBD),0,162
163,Garden Island,381186.0623,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,163
164,The Finger Wharf Apartments,52090.21364,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,164
165,Woolloomooloo_Dowling St and Nesbitt St,151331.1847,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,165
166,St Vincents Catholic College,86089.02352,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,166
167,Elizabeth Bay House,170159.0173,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,167
168,Cook and Phillip Park,91441.36857,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,168
169,East Sydney High School,84997.09303,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,169
170,Kings Cross Station,102648.539,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,170
171,Kingsgate Shopping Centre,99450.84371,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,171
172,El Alamein Fountain,32089.49261,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,172
173,St Luke's Hospital,205467.0947,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,173
174,Sydney CBD_Sky Garden,8448.473521,1,0,0,0,0,0,0,11, City and Inner South (CBD),0,174
175,National Art School,54079.37649,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,175
176,Australian Museum Darlinghurst,44556.35581,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,176
177,Darlinghurst_College La and Francis St,7837.562081,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,177
178,SCEGGS_Darlinghurst,150101.8937,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,178
179,Darlinghurst Rd and William St,103746.9977,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,179
180,Belvedere Bridge Darlinghurst,195724.3838,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,180
181,Marriott Hotel,8356.217782,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,181
182,St Vincent's Caritas Centre,96565.14795,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,182
183,St Vincent's Hospital,109892.8645,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,183
184,Darlinghurst_Little Oxford St and Crown St,37771.28775,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,184
185,Paddington_Flinders St and Taylor St,46879.10725,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,185
186,Darling Island_Pyremont Park,142837.3689,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,186
187,City Star Casino,126462.5923,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,187
188,Oxford Square,47579.91999,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,188
189,Goulburn St and Brisbane St,29150.99879,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,189
190,Sydney Police Centre,30316.65012,1,0,0,0,0,0,0,12, City and Inner South (CBD Outer),1,190
191,Darlinghurst_Lower Darling St,10865.46848,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,191
192,Campbell St and Mary St,27883.46256,1,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,192
193,Campbell St and Riley St,87823.02853,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,193
194,Centennial Plaza,19079.8743,1,0,0,0,0,0,0,12, City and Inner South (CBD Outer),1,194
195,Albion St and Riley St,61938.17188,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,195
196,Albion St and Flinders St,200637.2489,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,196
197,United Dental Hospital Of Sydney,48153.17301,1,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,197
198,News Ltd,107285.5227,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,198
199,Bourke St and Arthur St,207204.5252,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,199
200,Prince Alfred Park,90732.58601,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,200
201,Strawberry Hills_Elizabeth St and Belvoir St,190652.9734,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,201
202,Bourke St and Mort St,154619.2077,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,202
205,Lee St_Sydney,32822.56965,1,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,203
206,CUB Site Chippendale_North,67788.95451,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,204
207,Chippendale,187159.211,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,205
208,Central Station_South,98898.45908,1,0,0,0,0,0,0,12, City and Inner South (CBD Outer),1,206
209,CUB Site Chippendale_South,76395.8509,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,207
210,Darlington_Everleigh St and Hudson St,82407.67615,1,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,208
211,Redfern_Wells St and Renwick St,48427.51673,1,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,209
212,Redfern Mail Exchange Redfern,183141.6782,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,210
213,Redfern,84579.03101,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,211
214,Surry Hills Shopping Village,198242.5414,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,212
215,Redfern Station,125999.118,1,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,213
216,Everleigh,142960.5037,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,214
217,Redfern_Wyndham St and Boundary St,51585.44232,1,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,215
218,Rachel Forster Hospital,100300.5217,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,216
219,Redfern Oval,145169.5759,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,217
220,Redfern_Baptist St and Zamia St,91638.84331,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,218
221,Redfern_Charles Moore Ave,58148.03661,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,219
222,Australian Technology Park,99706.28376,1,0,0,0,0,0,0,12, City and Inner South (CBD Outer),1,220
223,Explorer St and Aurora Place,42544.25711,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,221
224,Australian Technology Park North,103762.0781,1,0,0,0,0,0,0,12, City and Inner South (CBD Outer),1,222
225,Macdonaldtown Station,137200.347,0,0,0,0,0,0,0,12, City and Inner South (CBD Outer),1,223
226,Blackwattle Bay Park_Glebe,160810.3551,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,224
227,Harold Park_Jubilee Park_Glebe,399240.7367,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,225
228,Wentworth Park,490216.2372,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,226
229,Glebe_Wigram Rd and Glebe Point Rd,315047.7143,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,227
230,Forest Lodge Public School,264510.4221,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,228
231,Forest Lodge_Arundel St and Short St,173239.0197,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,229
232,Glebe_Mitchell St and Westmoreland St,232952.1495,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,230
233,Broadway Shopping Centre_Glebe_Glebe St and Cowper St,261480.1452,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,231
236,University of Sydney_Main Camperdown Campus,676764.9732,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,232
237,Camperdown Park,218120.3003,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,233
238,Royal Prince Alfred Hospital,121114.5713,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,234
239,Darlington,164191.115,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,235
240,Darlington_Edward St and Vine St,101330.1651,1,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,236
241,Camperdown_Australia St and Hopgate St,154119.9173,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,237
242,Royal Prince Alfred Medical Centre,182355.6101,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,238
243,Darlington_Golden Grove St and Abercrombie St,106463.6361,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,239
244,Australia Council For The Arts Darlington,47056.82315,1,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,240
245,Newtown St Stephens Cemetery,303163.5798,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,241
246,Macdonaldtown Station_North,150254.7218,1,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,242
247,Newtown Station_North,126811.3135,0,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,243
248,Newtown_Rawson St and Reiby St,164566.961,0,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,244
249,Newtown Station_South,196527.5795,0,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,245
250,Newtown_Kent St and College St,112151.9275,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,246
251,St Peters Station_North,327894.76,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,247
252,Rydges Camperdown,122246.0573,1,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,248
253,Erskineville South,81151.13159,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,249
254,Macdonaldtown Station_South,83338.53876,0,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,250
255,Erskineville Station_West,98362.93558,0,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,251
256,Erskineville Station_East,214555.2394,0,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,252
257,Alexandria,153909.5515,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,253
258,Cleveland Street High School,333521.5192,1,1,1,0,0,0,0,12, City and Inner South (CBD Outer),1,254
259,Erskineville_Rochford St and Macdonald St,142567.7336,0,1,0,0,0,0,0,12, City and Inner South (CBD Outer),1,255
