TZ16_CODE,TZ16_NAME,Tz16_Area,Flag,CBD,Gr_Parra,Gr_Penrith,Liverpool,Campbeltn,Airport,SA4_adj_ID,SA4_adj_NAME,SA4_adj_index,ABM_zone
3131,Mount Annan Botanic Garden,5952196.117,0,0,0,0,0,1,0,25, Outer South West,14,1729
3200,Bradbury Shopping Centre,1382919.059,0,0,0,0,0,1,0,25, Outer South West,14,1730
3201,Airds_Riley Park,772502.6154,0,0,0,0,0,1,0,25, Outer South West,14,1731
3202,Bradbury_Baden Powell Res,1149023.691,0,0,0,0,0,1,0,25, Outer South West,14,1732
3203,Airds Village Shopping Centre,1604256.951,0,0,0,0,0,1,0,25, Outer South West,14,1733
3204,Bradbury,1195633.559,0,0,0,0,0,1,0,25, Outer South West,14,1734
3205,Woodland Rd Primary,1845511.332,0,0,0,0,0,1,0,25, Outer South West,14,1735
3206,St Helens Park,1110971.008,0,0,0,0,0,1,0,25, Outer South West,14,1736
3207,St Helens Park Primary School,2199960.081,0,0,0,0,0,1,0,25, Outer South West,14,1737
3208,Wedderburn,25333998.16,0,0,0,0,0,1,0,25, Outer South West,14,1738
3209,Blair Athol_Bethlehem Monastery,930521.6948,0,0,0,0,0,1,0,25, Outer South West,14,1739
3210,Campbelltown Showgrownd,526056.2161,1,0,0,0,0,1,0,25, Outer South West,14,1740
3211,Woodbine,1652643.681,0,0,0,0,0,1,0,25, Outer South West,14,1741
3212,Leumeah Station_West,768664.5605,1,0,0,0,0,1,0,25, Outer South West,14,1742
3213,Campbelltown Station_North,1650115.567,1,0,0,0,0,1,0,25, Outer South West,14,1743
3214,Blair Athol,594202.27,0,0,0,0,0,1,0,25, Outer South West,14,1744
3215,Campbelltown Town Centre_Campbelltown Station,673768.7432,1,0,0,0,0,1,0,25, Outer South West,14,1745
3216,Centenary Park,649353.7957,0,0,0,0,0,1,0,25, Outer South West,14,1746
3217,Macarthur Station_North,2774626.625,1,0,0,0,0,1,0,25, Outer South West,14,1747
3218,Campbelltown_Waminda Av and Broughton St,872375.7954,0,0,0,0,0,1,0,25, Outer South West,14,1748
3219,Hoddle Ave Shopping Centre,1202966.922,1,0,0,0,0,1,0,25, Outer South West,14,1749
3220,Macarthur Station_South,308584.6173,1,0,0,0,0,0,0,25, Outer South West,14,1750
3221,Campbelltown Hospital,740173.8458,1,0,0,0,0,1,0,25, Outer South West,14,1751
3222,Campbelltown_Barber Reserve,380248.2589,1,0,0,0,0,1,0,25, Outer South West,14,1752
3224,Varroville,6500766.39,0,0,0,0,0,0,0,25, Outer South West,14,1753
3225,Raby_Robert Townson High School,1493487.016,0,0,0,0,0,1,0,25, Outer South West,14,1754
3226,Kearns,3027301.603,0,0,0,0,0,1,0,25, Outer South West,14,1755
3227,Raby Shopping Centre,1161043.726,0,0,0,0,0,1,0,25, Outer South West,14,1756
3228,Eagle Vale Market Place,1162195.549,0,0,0,0,0,1,0,25, Outer South West,14,1757
3229,Eschol Park House,2623005.393,0,0,0,0,0,1,0,25, Outer South West,14,1758
3230,Eagle Vale High School,1600027.195,0,0,0,0,0,1,0,25, Outer South West,14,1759
3231,Claymore Shopping Centre,1343566.788,0,0,0,0,0,1,0,25, Outer South West,14,1760
3232,St Gregorys College,3966743.945,0,0,0,0,0,1,0,25, Outer South West,14,1761
3235,Holsworthy Firing Range,129604962.5,0,0,0,0,0,0,0,25, Outer South West,14,1762
3238,Denham Court,3153445.755,0,0,0,0,0,0,0,25, Outer South West,14,1763
3239,Ingleburn Village,1153108.765,0,0,0,0,0,0,0,25, Outer South West,14,1764
3240,Edmondson Park Anglican College,512267.6463,0,0,0,0,1,0,0,25, Outer South West,14,1765
3241,Ingleburn_Macdonald Rd and Nelson Rd,1018864.493,0,0,0,0,0,0,0,25, Outer South West,14,1766
3242,Ingleburn_Macdonald Rd and Leichhardt Rd,777967.8891,0,0,0,0,0,0,0,25, Outer South West,14,1767
3243,Denham Court_Denham Court Rd and Springmead Drive,4004016.023,0,0,0,0,0,0,0,25, Outer South West,14,1768
3244,Macquarie Fields Station_West,1566209.114,0,0,0,0,1,0,0,25, Outer South West,14,1769
3245,Scenic Hills Riding Ranch,6405819.785,0,0,0,0,1,0,0,25, Outer South West,14,1770
3246,Ingleburn Industrial Estate_North Western End,1332685.624,0,0,0,0,1,1,0,25, Outer South West,14,1771
3247,Ingleburn Industrial Estate_North Eastern End_Ingleburn Station,1824445.702,0,0,0,0,1,1,0,25, Outer South West,14,1772
3248,Ingleburn High School,1123038.838,0,0,0,0,1,1,0,25, Outer South West,14,1773
3249,Ingleburn Shopping Centre,1259543.52,0,0,0,0,1,1,0,25, Outer South West,14,1774
3250,Ingleburn Industrial Estate_South Eastern End,2065965.64,0,0,0,0,0,0,0,25, Outer South West,14,1775
3251,Ingleburn,1309274.714,0,0,0,0,1,1,0,25, Outer South West,14,1776
3252,Ingleburn_Chester Rd and Lyndia St,866125.4866,0,0,0,0,1,1,0,25, Outer South West,14,1777
3253,Lagonda Shopping Village,2492473.905,0,0,0,0,0,1,0,25, Outer South West,14,1778
3269,Leumeah High School,2028806.573,0,0,0,0,1,1,0,25, Outer South West,14,1779
3270,Minto Heights,17193394.65,0,0,0,0,0,1,0,25, Outer South West,14,1780
3271,Leumeah,911162.6161,0,0,0,0,1,1,0,25, Outer South West,14,1781
3272,Leumeah_Angle Res,531065.8898,0,0,0,0,0,1,0,25, Outer South West,14,1782
3273,Ruse,1477183.92,0,0,0,0,0,1,0,25, Outer South West,14,1783
3274,Ruse Village Shopping Centre,1464372.108,0,0,0,0,0,1,0,25, Outer South West,14,1784
3277,Glenfield Station_North,3571732.476,0,0,0,0,1,1,0,25, Outer South West,14,1785
3278,Glenwood Primary School,1220160.056,0,0,0,0,1,1,0,25, Outer South West,14,1786
3279,Glenfield Station_South,1145761.892,0,0,0,0,1,1,0,25, Outer South West,14,1787
3280,Glenfield_Childs Reserve,1044806.867,0,0,0,0,1,1,0,25, Outer South West,14,1788
3281,Macquarie Fields Station_East,1307559.796,0,0,0,0,1,1,0,25, Outer South West,14,1789
3282,Curran High School,2251448.188,0,0,0,0,1,1,0,25, Outer South West,14,1790
3283,Macquarie Fields High School,2084449.924,0,0,0,0,1,1,0,25, Outer South West,14,1791
3284,Long Point,3363875.822,0,0,0,0,1,1,0,25, Outer South West,14,1792
3287,St Andrews,1278883.823,0,0,0,0,0,1,0,25, Outer South West,14,1793
3288,East Minto Shopping Centre,1707093.99,0,0,0,0,0,1,0,25, Outer South West,14,1794
3289,Minto Industrial Area_Northern End_Minto Station,706882.4511,0,0,0,0,1,1,0,25, Outer South West,14,1795
3290,Minto Station_East,963487.1367,0,0,0,0,1,1,0,25, Outer South West,14,1796
3291,St. Andrews Shopping Centre,1562203.921,0,0,0,0,0,1,0,25, Outer South West,14,1797
3292,Minto Shopping Centre,1717746.789,0,0,0,0,0,1,0,25, Outer South West,14,1798
3293,Minto Industrial Area_Western End,1924754.091,0,0,0,0,0,1,0,25, Outer South West,14,1799
3294,Minto,1512081.087,0,0,0,0,0,1,0,25, Outer South West,14,1800
3295,Minto Industrial Area_Eastern End,1019632.814,0,0,0,0,0,0,0,25, Outer South West,14,1801
3298,Campbelltown Golf Club,1425102.892,0,0,0,0,0,1,0,25, Outer South West,14,1802
3299,Ambarvale Shopping Centre,1197689.171,0,0,0,0,0,1,0,25, Outer South West,14,1803
3300,Menangle Park,5326486.7,0,0,0,0,0,1,0,25, Outer South West,14,1804
3301,Glen Alpine,1460579.979,0,0,0,0,0,1,0,25, Outer South West,14,1805
3302,Thomas Acres Primary School,1418639.648,0,0,0,0,0,1,0,25, Outer South West,14,1806
3303,Ambarvale High School,1091409.91,0,0,0,0,0,1,0,25, Outer South West,14,1807
3304,John Therry High School,701545.4245,0,0,0,0,0,1,0,25, Outer South West,14,1808
3305,Menangle Park Paceway,7315709.107,0,0,0,0,0,1,0,25, Outer South West,14,1809
3306,Rosemeadow,1704376.817,0,0,0,0,0,1,0,25, Outer South West,14,1810
3307,Rosemeadow_Hume and Hovell Monument Gilead,26360812.16,0,0,0,0,0,1,0,25, Outer South West,14,1811
3400,Bonnyrigg Plaza,674623.1174,0,0,0,0,1,0,0,23, South West,12,1812
3401,Bonnyrigg Heights,955030.1055,0,0,0,0,1,0,0,23, South West,12,1813
3402,Bonnyrigg Heights_Aplin Rd and Simpson Rd,1194569.34,0,0,0,0,1,0,0,23, South West,12,1814
3403,Bonnyrigg Shopping Centre,852236.1522,0,0,0,0,1,0,0,23, South West,12,1815
3404,Bonnyrigg_Thesiger Park,660620.273,0,0,0,0,1,0,0,23, South West,12,1816
3405,Bonnyrigg_Holdin St and Brown Rd,841964.3616,0,0,0,0,1,0,0,23, South West,12,1817
3408,Pimelea Picnic Area,1604251.937,0,0,0,0,0,0,0,23, South West,12,1818
3409,Bossley Park,1205220.746,0,0,0,0,1,0,0,23, South West,12,1819
3410,Prairievale Primary School,1083562.693,0,0,1,0,1,0,0,23, South West,12,1820
3411,Marconi Club,829138.4534,0,0,0,0,1,0,0,23, South West,12,1821
3412,Bossley Park High School,892984.5822,0,0,0,0,0,0,0,23, South West,12,1822
3413,Abbotsbury Shopping Centre,3882014.094,0,0,0,0,1,0,0,23, South West,12,1823
3416,Cabramatta_Cabra-Vale Pk,270071.2145,0,0,1,0,1,0,0,23, South West,12,1824
3417,Cabramatta_Hughes St Pk,313759.1419,0,0,1,0,1,0,0,23, South West,12,1825
3418,Cabramatta Station_East,484973.4337,0,0,1,0,1,0,0,23, South West,12,1826
3419,Cabramatta West Primary School,619383.4037,0,0,1,0,1,0,0,23, South West,12,1827
3420,Cabramatta Station_West,160129.727,0,0,1,0,1,0,0,23, South West,12,1828
3421,Cabramatta_Vale St and Longfield St,461134.6941,0,0,0,0,1,0,0,23, South West,12,1829
3422,Irelands Bridge Cabramatta,761929.2823,0,0,1,0,1,0,0,23, South West,12,1830
3423,Lansvale,793872.3692,0,0,0,0,1,0,0,23, South West,12,1831
3424,Cabramatta High School,922303.3544,0,0,1,0,1,0,0,23, South West,12,1832
3425,Cabramatta_Free Serbian Orthodox Church,701821.225,0,0,1,0,1,0,0,23, South West,12,1833
3426,Lansvale Industrial Area,2094105.938,0,0,0,0,1,0,0,23, South West,12,1834
3429,Lucky Plaza Cabramatta West,884113.3457,0,0,0,0,1,0,0,23, South West,12,1835
3430,Cabramatta West,940838.6604,0,0,1,0,1,0,0,23, South West,12,1836
3431,Mount Pritchard_Meadows Rd and Young St,694234.8765,0,0,0,0,1,0,0,23, South West,12,1837
3432,Mount Pritchard,1426812.012,0,0,0,0,1,0,0,23, South West,12,1838
3433,Mt Pritchard_Meadows Rd and Hamel Rd,483077.0392,0,0,0,0,1,0,0,23, South West,12,1839
3434,Mount Pritchard_Townview Rd and Hitter Av,904733.0484,0,0,0,0,1,0,0,23, South West,12,1840
3437,Canley Heights_Harden St and Edward Pl,413718.6802,0,0,0,0,1,0,0,23, South West,12,1841
3438,Canley Vale_Thien An Temple,589857.621,0,0,1,0,1,0,0,23, South West,12,1842
3439,Canley Heights_Peel St and Canley Vale Rd,567976.2778,0,0,1,0,1,0,0,23, South West,12,1843
3440,Canley Heights Primary School,974769.655,0,0,1,0,1,0,0,23, South West,12,1844
3441,Canley Heights_Adolphus St and Canley Vale Rd,769153.8671,0,0,1,0,1,0,0,23, South West,12,1845
3442,Canley Vale Station_West,524235.8336,0,0,1,0,1,0,0,23, South West,12,1846
3443,Canley Vale Station_East,638332.7755,0,0,1,0,1,0,0,23, South West,12,1847
3444,Lansvale Primary School,928000.4076,0,0,0,0,1,0,0,23, South West,12,1848
3447,Edensor Park Plaza,820629.1262,0,0,0,0,1,0,0,23, South West,12,1849
3448,Edensor Park_Coonawarra St and Penfold Place,716681.1674,0,0,0,0,1,0,0,23, South West,12,1850
3449,Edensor Park,408978.1611,0,0,0,0,1,0,0,23, South West,12,1851
3450,Edensor Park Public School,1143430.207,0,0,0,0,1,0,0,23, South West,12,1852
3453,Fairfield_Horsley Dr and Brenan St,714630.4616,0,0,1,0,1,0,0,23, South West,12,1853
3454,Fairfield High School,531732.2925,0,0,1,0,1,0,0,23, South West,12,1854
3455,Fairfield_Lions International Park,260010.7364,0,0,1,0,1,0,0,23, South West,12,1855
3456,Fairfield Station_West,388818.1345,0,0,1,0,1,0,0,23, South West,12,1856
3457,Fairfield,281173.0327,0,0,1,0,1,0,0,23, South West,12,1857
3458,Fairfield_Fairvale Public School,547590.3194,0,0,1,0,1,0,0,23, South West,12,1858
3459,Fairfield Station_East,978647.4075,0,0,1,0,1,0,0,23, South West,12,1859
3460,Fairfield_Francis St and Coleraine,520604.3754,0,0,1,0,1,0,0,23, South West,12,1860
3463,Westfields High School,1025360.604,0,0,1,0,1,0,0,23, South West,12,1861
3464,Fairfield Heights,1051322.159,0,0,1,0,1,0,0,23, South West,12,1862
3465,Fairfield West,666078.9339,0,0,1,0,1,0,0,23, South West,12,1863
3466,Fairfield West_The Boulevarde and Stella St,420215.8027,0,0,1,0,1,0,0,23, South West,12,1864
3467,Fairfield_West King Rd and Thorney Rd,744907.0248,0,0,1,0,1,0,0,23, South West,12,1865
3468,Fairvale High School,774955.3249,0,0,1,0,1,0,0,23, South West,12,1866
3471,Fairfield Hospital _ Stockland Shopping Centre,701216.1295,0,0,0,0,0,0,0,23, South West,12,1867
3472,Fairfield Showground,1428673.084,0,0,0,0,1,0,0,23, South West,12,1868
3473,Greenfield Shopping Centre,754824.4906,0,0,0,0,1,0,0,23, South West,12,1869
3474,Greenfield Park_Powhatan Reserve,745502.665,0,0,0,0,1,0,0,23, South West,12,1870
3477,Horsley Park_Austral Bricks,3313590.28,0,0,0,0,0,0,0,23, South West,12,1871
3478,Horsley Park Primary School,5401570.653,0,0,0,0,0,0,0,23, South West,12,1872
3479,Kemps Ck_Emmaus Catholic College,10701434.88,0,0,0,0,0,0,0,23, South West,12,1873
3480,Western Sydney Regional Park,10154271.71,0,0,0,0,0,0,0,23, South West,12,1874
3481,Nativity House Christmas Museum Horsley Park,4351436.042,0,0,0,0,0,0,0,23, South West,12,1875
3482,Kemps Creek Shopping Centre,4584241.621,0,0,0,0,0,0,1,23, South West,12,1876
3483,Mount Vernon,6531628.234,0,0,0,0,0,0,0,23, South West,12,1877
3484,Cecil Park,5276961.591,0,0,0,0,0,0,0,23, South West,12,1878
3485,Kemps Creek_Mamre Rd_West,5861273.152,0,0,0,0,0,0,0,23, South West,12,1879
3487,Smithfield,1115627.807,0,0,1,0,1,0,0,23, South West,12,1880
3488,Justin Centre,767249.7985,0,0,1,0,1,0,0,23, South West,12,1881
3489,Wetherill Park TAFE _ Wetherill Park Shopping Centre,878083.869,0,0,1,0,1,0,0,23, South West,12,1882
3490,Wetherill Park,546392.4637,0,0,1,0,1,0,0,23, South West,12,1883
3491,Smithfield West Primary School,1435129.061,0,0,1,0,1,0,0,23, South West,12,1884
3492,Smithfield_Smithfield Rd and The Horsley Dr,701777.0174,0,0,1,0,1,0,0,23, South West,12,1885
3493,Wetherill Park_William Stimson Public School,492697.4077,0,0,1,0,1,0,0,23, South West,12,1886
3494,Smithfield_The Boulevarde and Alexander St,663721.3701,0,0,1,0,1,0,0,23, South West,12,1887
3497,Wakeley,964669.1089,0,0,1,0,1,0,0,23, South West,12,1888
3498,King Park Primary School,661385.9632,0,0,0,0,1,0,0,23, South West,12,1889
3499,St. Johns Park Shopping Centre,702144.8734,0,0,0,0,1,0,0,23, South West,12,1890
3500,St Johns Park,1276066.125,0,0,0,0,1,0,0,23, South West,12,1891
3503,Wetherill Park Industrial Area_Central,2832018.873,0,0,0,0,0,0,0,23, South West,12,1892
3504,Wetherill Park Industrial Area_Western,4471520.727,0,0,0,0,0,0,0,23, South West,12,1893
3505,Wetherill Park Industrial Area_Eastern,1237814.289,0,0,0,0,0,0,0,23, South West,12,1894
3594,Kemps Creek_Western Rd and Braikfield Av,1195981.819,0,0,0,0,0,0,0,23, South West,12,1895
3595,Middleton Grange_Catalina Park,818905.1956,0,0,0,0,0,0,0,23, South West,12,1896
3596,Middleton Grange,1053578.541,0,0,0,0,1,0,0,23, South West,12,1897
3597,Middleton Grange_Garrett St and Sixteenth Av,1262475.06,0,0,0,0,1,0,0,23, South West,12,1898
3598,Badgerys Creek_North,3202590.335,1,0,0,0,0,0,1,23, South West,12,1899
3599,Kemps Creek_Brandown Quarries,2313250.88,0,0,0,0,0,0,0,23, South West,12,1900
3600,Heckenberg,926512.9994,0,0,0,0,1,0,0,23, South West,12,1901
3601,Busby,1208683.417,0,0,0,0,1,0,0,23, South West,12,1902
3602,Ashcroft High School,1151869.894,0,0,0,0,1,0,0,23, South West,12,1903
3603,Valley Community Music Centre Sadleir,897576.5337,0,0,0,0,1,0,0,23, South West,12,1904
3604,Miller Shopping Centre,1268137.854,0,0,0,0,1,0,0,23, South West,12,1905
3607,Kemps Creek,3001063.563,0,0,0,0,0,0,1,23, South West,12,1906
3608,Badgerys Creek_Martin Rd and Cuthel St,3516754.598,1,0,0,0,0,0,1,23, South West,12,1907
3609,Badgerys Creek_East,1878632.893,1,0,0,0,0,0,0,23, South West,12,1908
3610,Sydney International Shooting Centre,7416478.868,0,0,0,0,0,0,0,23, South West,12,1909
3611,Kemps Creek_Western Rd and Tavistock Rd,2318056.649,0,0,0,0,0,0,0,23, South West,12,1910
3612,Badgerys Creek_Inghams Multiplication Farm,4855195.749,1,0,0,0,0,0,1,23, South West,12,1911
3613,Russian Sports Association,1456408.256,0,0,0,0,0,0,0,23, South West,12,1912
3614,Kemps Creek_Czechoslovakian Country Club,2910067.653,0,0,0,0,0,0,0,23, South West,12,1913
3615,Kemps Creek Nature Reserve,3844599.931,0,0,0,0,0,0,0,23, South West,12,1914
3616,Austral_Craik Ave and Seventeenth Ave,3013271.437,0,0,0,0,0,0,0,23, South West,12,1915
3617,Bringelly_Mersey Rd and Severn Rd,3238551.382,1,0,0,0,0,0,1,23, South West,12,1916
3618,Thompson Creek and South Creek,2211727.701,1,0,0,0,0,0,0,23, South West,12,1917
3619,Rossmore Grange,2943256.825,0,0,0,0,0,0,0,23, South West,12,1918
3620,NSW Animal Welfare League Rossmore,2808010.76,0,0,0,0,0,0,0,23, South West,12,1919
3621,West Hoxton Shopping Centre,1919345.062,0,0,0,0,0,0,1,23, South West,12,1920
3622,RAAF,2331703.06,1,0,0,0,0,0,1,23, South West,12,1921
3623,Bringelly_Kelvin Park Dr and The Retreat,1413390.582,1,0,0,0,0,0,1,23, South West,12,1922
3624,Austral,1658132.66,0,0,0,0,0,0,1,23, South West,12,1923
3625,Bents Basin Greendale,33871954.84,0,0,0,0,0,0,1,23, South West,12,1924
3626,Bringelly_Findley Rd and Francis St,5710310.427,0,0,0,0,0,0,1,23, South West,12,1925
3627,Austral_Kelly St and Tenth Ave,2176035.461,0,0,0,0,0,0,0,23, South West,12,1926
3628,Bringelly Public School,784521.6155,0,0,0,0,0,0,1,23, South West,12,1927
3629,Bringelly_Kelvin Park Dr and Medich Pl,2788620.705,1,0,0,0,0,1,1,23, South West,12,1928
3630,Austral Bowling Club,1737230.919,0,0,0,0,1,0,1,23, South West,12,1929
3631,Rossmore,2664091.756,0,0,0,0,0,0,1,23, South West,12,1930
3632,Rossmore Trial Track,3140426.27,0,0,0,0,0,0,1,23, South West,12,1931
3633,Austral_Boyd St and Little St,1716763.369,0,0,0,0,0,0,1,23, South West,12,1932
3634,Austral_Scalabrini Village,1564314.937,0,0,0,0,1,0,1,23, South West,12,1933
3635,Luddenham _South,7809656.209,1,0,0,0,0,0,1,23, South West,12,1934
3636,Badgerys Creek_South,4655192.631,1,0,0,0,0,0,0,23, South West,12,1935
3650,Bringelly_Robinson Rd and Jersey Rd,1712927.596,0,0,0,0,0,0,1,23, South West,12,1936
3651,Bringelly Village Shopping Centre,1797879.898,0,0,0,0,0,0,1,23, South West,12,1937
3652,Bringelly_Ironbark,4699573.371,0,0,0,0,0,0,1,23, South West,12,1938
3653,Rossmore Primary School,2171851.393,0,0,0,0,0,0,1,23, South West,12,1939
3654,Rossmore_Graham Rd and Bringelly Rd,2589907.034,0,0,0,0,0,0,1,23, South West,12,1940
3655,Leppington_Bringelly Rd and Eastwood Rd,1693353.883,0,0,0,0,1,0,1,23, South West,12,1941
3656,Leppington_Forest Lawn Gardens,2765631.73,0,0,0,0,0,0,0,23, South West,12,1942
3657,Bringelly_Carrington Rd and Jersey Rd,1848999.992,0,0,0,0,0,0,1,23, South West,12,1943
3658,Leppington Public School,1770678.833,0,0,0,0,1,0,1,23, South West,12,1944
3659,Bringelly_Birling,3298545.461,0,0,0,0,0,0,0,23, South West,12,1945
3660,Leppington_St Marys Catholic Church,1412361.291,0,0,0,0,0,0,1,23, South West,12,1946
3661,Cobbity_Coates Park Farm,19844895.78,0,0,0,0,0,0,0,23, South West,12,1947
3662,Catherine Field_Barry Ave and Robens Cr,1773340.113,0,0,0,0,0,0,0,23, South West,12,1948
3663,Leppington_Anthony Rd and Gregory Rd,2009894.518,0,0,0,0,0,0,0,23, South West,12,1949
3664,Rossmore_Joseph Rd and Eastwood Rd,2136965.79,0,0,0,0,0,0,1,23, South West,12,1950
3665,Leppington_Dog Training Centre,1299911.934,0,0,0,0,0,0,1,23, South West,12,1951
3666,Leppington_Byron Rd and Heath Rd,1048307.655,0,0,0,0,0,0,1,23, South West,12,1952
3667,Bringelly_Access Track,2775321.874,0,0,0,0,0,0,0,23, South West,12,1953
3668,Bringelly_Henry George Park,2907593.459,0,0,0,0,0,0,0,23, South West,12,1954
3669,Oran Park_Greenway,2235140.069,0,0,0,0,0,0,0,23, South West,12,1955
3670,Leppington_Camden Valley Way and Park Rd,1154863.596,0,0,0,0,0,0,0,23, South West,12,1956
3671,Bringelly_Recycling Centre,2623270.227,0,0,0,0,0,0,0,23, South West,12,1957
3672,Oran Park_Pondicherry,3413358.111,0,0,0,0,0,0,0,23, South West,12,1958
3673,Catherine Field_Wholesale Nursery,1840746.17,0,0,0,0,0,0,0,23, South West,12,1959
3674,Leppington_Somoan Methodist Church,1448990.136,0,0,0,0,0,0,1,23, South West,12,1960
3675,Leppington_George Rd and Riley Rd,1963485.999,0,0,0,0,0,0,0,23, South West,12,1961
3676,Leppington_Camden Valley Way and St Andrews Rd,2474032.249,0,0,0,0,0,1,0,23, South West,12,1962
3677,Cobbitty,8363391.316,0,0,0,0,0,0,0,23, South West,12,1963
3678,Cobbitty_Denbigh,3938720.825,0,0,0,0,0,0,0,23, South West,12,1964
3679,Oran Park_Proposed School,1993821.844,0,0,0,0,0,0,0,23, South West,12,1965
3680,Oran Park,733523.7305,0,0,0,0,0,0,0,23, South West,12,1966
3681,Catherine Field Reserve,2582617.807,0,0,0,0,0,0,0,23, South West,12,1967
3682,Cobbitty Wines,10681676.01,0,0,0,0,0,0,0,23, South West,12,1968
3683,Cobbitty_Macarthur Anglican School,3017688.92,0,0,0,0,0,0,0,23, South West,12,1969
3684,Oran Park_South Cct and Tander St,1607386.676,0,0,0,0,0,0,0,23, South West,12,1970
3685,Oran Park_Peter Brock Drive and Oran Park Drive,1254321.71,0,0,0,0,0,0,0,23, South West,12,1971
3686,Catherine Field_Springfield Rd and Charlesworth Cl,2878888.431,0,0,0,0,0,0,0,23, South West,12,1972
3687,Camden Lakeside Golf Course,3521436.219,0,0,0,0,0,0,0,23, South West,12,1973
3688,Camden Airport,6226999.632,0,0,0,0,0,0,0,23, South West,12,1974
3689,Oran Park_Fussy Grape Winery,2482463.549,0,0,0,0,0,0,0,23, South West,12,1975
3690,Oran Park_South Creek,725934.4845,0,0,0,0,0,0,0,23, South West,12,1976
3691,Gregory Hills_Thomas Donovan Park,1843824.578,0,0,0,0,0,0,0,23, South West,12,1977
3692,Camden Valley Golf Resort,2349549.322,0,0,0,0,0,1,0,23, South West,12,1978
3693,Gregory Hills_Central Hills Dr and Lasso Rd,503959.7133,0,0,0,0,0,0,0,23, South West,12,1979
3694,Gregory Hills_Healy Ave and Donavan Blvd,489925.0515,0,0,0,0,0,0,0,23, South West,12,1980
3708,Cecil Hills Shopping Centre,2276826.526,0,0,0,0,1,0,0,23, South West,12,1981
3709,Cecil Hills High School,1464462.93,0,0,0,0,1,0,0,23, South West,12,1982
3710,Green Valley_Paramor Reserve,685629.5534,0,0,0,0,1,0,0,23, South West,12,1983
3711,Green Valley Primary School,843284.8262,0,0,0,0,1,0,0,23, South West,12,1984
3712,Elizabeth Hills,1986019.701,0,0,0,0,1,0,0,23, South West,12,1985
3713,Green Valley,853917.4118,0,0,0,0,1,0,0,23, South West,12,1986
3714,The Valley Plaza,825978.7107,0,0,0,0,1,0,0,23, South West,12,1987
3715,Hinchinbrook Primary School,617777.3592,0,0,0,0,1,0,0,23, South West,12,1988
3716,Hinchinbrook,712467.1928,0,0,0,0,1,0,0,23, South West,12,1989
3717,Hoxton Park High School,828572.4314,0,0,0,0,1,0,0,23, South West,12,1990
3718,Hinchinbrook_Whitford Rd and Centaurus Dr,1071025.935,0,0,0,0,1,0,0,23, South West,12,1991
3723,Hoxton Park_Glen Innes Rd and Hoxton Park Rd,750285.0535,0,0,0,0,1,0,0,23, South West,12,1992
3724,West Hoxton_Grimson Park,1839955.721,0,0,0,0,1,0,0,23, South West,12,1993
3725,West Hoxton,1129926.822,0,0,0,0,1,0,0,23, South West,12,1994
3726,Hoxton Park_Brownes Farm Reserve,701248.1111,0,0,0,0,1,0,0,23, South West,12,1995
3727,Hoxton Park,879870.7106,0,0,0,0,1,0,0,23, South West,12,1996
3728,Greenway Park Primary School,793977.0838,0,0,0,0,1,0,0,23, South West,12,1997
3729,Horningsea Park,821216.1909,0,0,0,0,1,0,0,23, South West,12,1998
3730,West Hoxton_Dowling St and Gould St,2347516.192,0,0,0,0,1,0,0,23, South West,12,1999
3731,Horningsea Park_John Edmondson High School,505147.6904,0,0,0,0,1,0,1,23, South West,12,2000
3732,Horningsea Park_Grand Bazaar Trash and Treasure Hoxton Park Hornings,461662.5743,0,0,0,0,1,0,1,23, South West,12,2001
3800,Casula Shopping Centre,1157534.285,0,0,0,0,1,0,0,23, South West,12,2002
3801,Casula Station,991447.5905,0,0,0,0,1,1,0,23, South West,12,2003
3802,Casula Mall Shopping Centre,857009.8228,0,0,0,0,1,0,0,23, South West,12,2004
3803,Casula,1195769.083,0,0,0,0,1,1,0,23, South West,12,2005
3804,All Saints High School,2277998.392,0,0,0,0,1,1,0,23, South West,12,2006
3805,Crossroads Homemaker Centre,579852.2308,0,0,0,0,0,0,0,23, South West,12,2007
3808,Lakeside Shopping Centre,2295880.124,0,0,0,0,1,0,0,23, South West,12,2008
3809,Chipping Norton Shopping Centre,716612.4006,0,0,0,0,1,0,0,23, South West,12,2009
3810,Chipping Norton Industrial Estate,2398388.471,0,0,0,0,1,0,0,23, South West,12,2010
3811,Chipping Norton Lake,971879.24,1,0,0,0,0,0,0,23, South West,12,2011
3812,Moorebank High School,1185460.598,0,0,0,0,1,0,0,23, South West,12,2012
3813,Moorebank_Cooper Av and King La,302761.4375,1,0,0,0,1,0,0,23, South West,12,2013
3814,Moorebank Industrial Area,886183.3223,0,0,0,0,1,0,0,23, South West,12,2014
3815,Moorebank Shopping Plaza,925059.8291,0,0,0,0,1,0,0,23, South West,12,2015
3816,Remote Control Car Racing Moorebank,586568.5111,1,0,0,0,0,0,0,23, South West,12,2016
3817,Moorebank_Christiansen Bvd and Maddecks Av,2704483.833,0,0,0,0,1,0,0,23, South West,12,2017
3818,Moorebank Industrial,756465.415,1,0,0,0,1,0,0,23, South West,12,2018
3819,New Brighton Golf Club Hse,735021.0728,0,0,0,0,1,0,0,23, South West,12,2019
3822,Wattle Grove,1086406.863,0,0,0,0,1,0,0,23, South West,12,2020
3823,Hammondville,1814530.102,0,0,0,0,1,0,0,23, South West,12,2021
