ZONE,ADJ_SA4,TRIP MODE,QUANTITY
264, City and Inner South (CBD Outer),DRIVEALONE,1233
264, City and Inner South (CBD Outer),KNR_TRN,28
264, City and Inner South (CBD Outer),PNR_TRN,22
264, City and Inner South (CBD Outer),SCHOOLBUS,3
264, City and Inner South (CBD Outer),SHARED2,461
264, City and Inner South (CBD Outer),SHARED3,55
264, City and Inner South (CBD Outer),TAXI,15
264, City and Inner South (CBD Outer),TNC_SHARED,8
264, City and Inner South (CBD Outer),TNC_SINGLE,19
264, City and Inner South (CBD Outer),WALK,891
264, City and Inner South (CBD Outer),WALK_AB,80
264, City and Inner South (CBD Outer),WALK_BM,155
264, City and Inner South (CBD Outer),WALK_MR,236
265, City and Inner South (CBD Outer),BIKE,37
265, City and Inner South (CBD Outer),DRIVEALONE,1357
265, City and Inner South (CBD Outer),KNR_TRN,27
265, City and Inner South (CBD Outer),PNR_TRN,18
265, City and Inner South (CBD Outer),SCHOOLBUS,6
265, City and Inner South (CBD Outer),SHARED2,458
265, City and Inner South (CBD Outer),SHARED3,53
265, City and Inner South (CBD Outer),TAXI,16
265, City and Inner South (CBD Outer),TNC_SHARED,29
265, City and Inner South (CBD Outer),TNC_SINGLE,25
265, City and Inner South (CBD Outer),WALK,1068
265, City and Inner South (CBD Outer),WALK_AB,96
265, City and Inner South (CBD Outer),WALK_BM,195
265, City and Inner South (CBD Outer),WALK_MR,256
266, City and Inner South (CBD Outer),BIKE,36
266, City and Inner South (CBD Outer),DRIVEALONE,1044
266, City and Inner South (CBD Outer),KNR_TRN,32
266, City and Inner South (CBD Outer),PNR_TRN,12
266, City and Inner South (CBD Outer),SCHOOLBUS,9
266, City and Inner South (CBD Outer),SHARED2,322
266, City and Inner South (CBD Outer),SHARED3,40
266, City and Inner South (CBD Outer),TAXI,12
266, City and Inner South (CBD Outer),TNC_SHARED,15
266, City and Inner South (CBD Outer),TNC_SINGLE,18
266, City and Inner South (CBD Outer),WALK,905
266, City and Inner South (CBD Outer),WALK_AB,105
266, City and Inner South (CBD Outer),WALK_BM,188
266, City and Inner South (CBD Outer),WALK_MR,213
267, City and Inner South (CBD Outer),BIKE,73
267, City and Inner South (CBD Outer),DRIVEALONE,3007
267, City and Inner South (CBD Outer),KNR_TRN,86
267, City and Inner South (CBD Outer),PNR_TRN,104
267, City and Inner South (CBD Outer),SCHOOLBUS,5
267, City and Inner South (CBD Outer),SHARED2,823
267, City and Inner South (CBD Outer),SHARED3,106
267, City and Inner South (CBD Outer),TAXI,45
267, City and Inner South (CBD Outer),TNC_SHARED,39
267, City and Inner South (CBD Outer),TNC_SINGLE,60
267, City and Inner South (CBD Outer),WALK,1517
267, City and Inner South (CBD Outer),WALK_AB,196
267, City and Inner South (CBD Outer),WALK_BM,357
267, City and Inner South (CBD Outer),WALK_MR,351
268, City and Inner South (CBD Outer),BIKE,126
268, City and Inner South (CBD Outer),DRIVEALONE,3426
268, City and Inner South (CBD Outer),KNR_TRN,115
268, City and Inner South (CBD Outer),PNR_TRN,75
268, City and Inner South (CBD Outer),SCHOOLBUS,23
268, City and Inner South (CBD Outer),SHARED2,1101
268, City and Inner South (CBD Outer),SHARED3,152
268, City and Inner South (CBD Outer),TAXI,42
268, City and Inner South (CBD Outer),TNC_SHARED,41
268, City and Inner South (CBD Outer),TNC_SINGLE,73
268, City and Inner South (CBD Outer),WALK,2729
268, City and Inner South (CBD Outer),WALK_AB,260
268, City and Inner South (CBD Outer),WALK_BM,490
268, City and Inner South (CBD Outer),WALK_MR,525
269, City and Inner South (CBD Outer),BIKE,78
269, City and Inner South (CBD Outer),DRIVEALONE,3379
269, City and Inner South (CBD Outer),KNR_TRN,121
269, City and Inner South (CBD Outer),PNR_TRN,109
269, City and Inner South (CBD Outer),SCHOOLBUS,6
269, City and Inner South (CBD Outer),SHARED2,973
269, City and Inner South (CBD Outer),SHARED3,115
269, City and Inner South (CBD Outer),TAXI,36
269, City and Inner South (CBD Outer),TNC_SHARED,36
269, City and Inner South (CBD Outer),TNC_SINGLE,73
269, City and Inner South (CBD Outer),WALK,1822
269, City and Inner South (CBD Outer),WALK_AB,255
269, City and Inner South (CBD Outer),WALK_BM,451
269, City and Inner South (CBD Outer),WALK_MR,709
270, City and Inner South (CBD Outer),BIKE,59
270, City and Inner South (CBD Outer),DRIVEALONE,2256
270, City and Inner South (CBD Outer),KNR_TRN,69
270, City and Inner South (CBD Outer),PNR_TRN,61
270, City and Inner South (CBD Outer),SCHOOLBUS,6
270, City and Inner South (CBD Outer),SHARED2,649
270, City and Inner South (CBD Outer),SHARED3,87
270, City and Inner South (CBD Outer),TAXI,27
270, City and Inner South (CBD Outer),TNC_SHARED,33
270, City and Inner South (CBD Outer),TNC_SINGLE,50
270, City and Inner South (CBD Outer),WALK,1508
270, City and Inner South (CBD Outer),WALK_AB,176
270, City and Inner South (CBD Outer),WALK_BM,292
270, City and Inner South (CBD Outer),WALK_MR,373
271, City and Inner South (CBD Outer),BIKE,122
271, City and Inner South (CBD Outer),DRIVEALONE,2866
271, City and Inner South (CBD Outer),KNR_TRN,82
271, City and Inner South (CBD Outer),PNR_TRN,67
271, City and Inner South (CBD Outer),SCHOOLBUS,16
271, City and Inner South (CBD Outer),SHARED2,919
271, City and Inner South (CBD Outer),SHARED3,115
271, City and Inner South (CBD Outer),TAXI,31
271, City and Inner South (CBD Outer),TNC_SHARED,51
271, City and Inner South (CBD Outer),TNC_SINGLE,49
271, City and Inner South (CBD Outer),WALK,2054
271, City and Inner South (CBD Outer),WALK_AB,239
271, City and Inner South (CBD Outer),WALK_BM,372
271, City and Inner South (CBD Outer),WALK_MR,437
272, City and Inner South (CBD Outer),BIKE,53
272, City and Inner South (CBD Outer),DRIVEALONE,1397
272, City and Inner South (CBD Outer),KNR_TRN,57
272, City and Inner South (CBD Outer),PNR_TRN,24
272, City and Inner South (CBD Outer),SCHOOLBUS,8
272, City and Inner South (CBD Outer),SHARED2,476
272, City and Inner South (CBD Outer),SHARED3,67
272, City and Inner South (CBD Outer),TAXI,18
272, City and Inner South (CBD Outer),TNC_SHARED,18
272, City and Inner South (CBD Outer),TNC_SINGLE,27
272, City and Inner South (CBD Outer),WALK,1090
272, City and Inner South (CBD Outer),WALK_AB,119
272, City and Inner South (CBD Outer),WALK_BM,222
272, City and Inner South (CBD Outer),WALK_MR,342
273, City and Inner South (CBD Outer),BIKE,106
273, City and Inner South (CBD Outer),DRIVEALONE,3064
273, City and Inner South (CBD Outer),KNR_TRN,63
273, City and Inner South (CBD Outer),PNR_TRN,70
273, City and Inner South (CBD Outer),SCHOOLBUS,11
273, City and Inner South (CBD Outer),SHARED2,966
273, City and Inner South (CBD Outer),SHARED3,98
273, City and Inner South (CBD Outer),TAXI,29
273, City and Inner South (CBD Outer),TNC_SHARED,42
273, City and Inner South (CBD Outer),TNC_SINGLE,64
273, City and Inner South (CBD Outer),WALK,1870
273, City and Inner South (CBD Outer),WALK_AB,202
273, City and Inner South (CBD Outer),WALK_BM,372
273, City and Inner South (CBD Outer),WALK_MR,484
274, City and Inner South (CBD Outer),BIKE,16
274, City and Inner South (CBD Outer),DRIVEALONE,1008
274, City and Inner South (CBD Outer),KNR_TRN,37
274, City and Inner South (CBD Outer),PNR_TRN,23
274, City and Inner South (CBD Outer),SCHOOLBUS,2
274, City and Inner South (CBD Outer),SHARED2,278
274, City and Inner South (CBD Outer),SHARED3,26
274, City and Inner South (CBD Outer),TAXI,11
274, City and Inner South (CBD Outer),TNC_SHARED,7
274, City and Inner South (CBD Outer),TNC_SINGLE,13
274, City and Inner South (CBD Outer),WALK,294
274, City and Inner South (CBD Outer),WALK_AB,54
274, City and Inner South (CBD Outer),WALK_BM,111
274, City and Inner South (CBD Outer),WALK_MR,218
275, City and Inner South (CBD Outer),BIKE,105
275, City and Inner South (CBD Outer),DRIVEALONE,1865
275, City and Inner South (CBD Outer),KNR_TRN,52
275, City and Inner South (CBD Outer),PNR_TRN,36
275, City and Inner South (CBD Outer),SCHOOLBUS,18
275, City and Inner South (CBD Outer),SHARED2,663
275, City and Inner South (CBD Outer),SHARED3,76
275, City and Inner South (CBD Outer),TAXI,25
275, City and Inner South (CBD Outer),TNC_SHARED,19
275, City and Inner South (CBD Outer),TNC_SINGLE,38
275, City and Inner South (CBD Outer),WALK,1144
275, City and Inner South (CBD Outer),WALK_AB,222
275, City and Inner South (CBD Outer),WALK_BM,324
275, City and Inner South (CBD Outer),WALK_MR,443
276, City and Inner South (CBD Outer),BIKE,43
276, City and Inner South (CBD Outer),DRIVEALONE,1256
276, City and Inner South (CBD Outer),KNR_TRN,30
276, City and Inner South (CBD Outer),PNR_TRN,41
276, City and Inner South (CBD Outer),SCHOOLBUS,4
276, City and Inner South (CBD Outer),SHARED2,396
276, City and Inner South (CBD Outer),SHARED3,48
276, City and Inner South (CBD Outer),TAXI,17
276, City and Inner South (CBD Outer),TNC_SHARED,24
276, City and Inner South (CBD Outer),TNC_SINGLE,21
276, City and Inner South (CBD Outer),WALK,773
276, City and Inner South (CBD Outer),WALK_AB,118
276, City and Inner South (CBD Outer),WALK_BM,187
276, City and Inner South (CBD Outer),WALK_MR,225
277, City and Inner South (CBD Outer),BIKE,45
277, City and Inner South (CBD Outer),DRIVEALONE,1402
277, City and Inner South (CBD Outer),KNR_TRN,25
277, City and Inner South (CBD Outer),PNR_TRN,26
277, City and Inner South (CBD Outer),SCHOOLBUS,7
277, City and Inner South (CBD Outer),SHARED2,446
277, City and Inner South (CBD Outer),SHARED3,59
277, City and Inner South (CBD Outer),TAXI,16
277, City and Inner South (CBD Outer),TNC_SHARED,23
277, City and Inner South (CBD Outer),TNC_SINGLE,30
277, City and Inner South (CBD Outer),WALK,565
277, City and Inner South (CBD Outer),WALK_AB,71
277, City and Inner South (CBD Outer),WALK_BM,116
277, City and Inner South (CBD Outer),WALK_MR,160
278, City and Inner South (CBD Outer),BIKE,62
278, City and Inner South (CBD Outer),DRIVEALONE,1845
278, City and Inner South (CBD Outer),KNR_TRN,85
278, City and Inner South (CBD Outer),PNR_TRN,66
278, City and Inner South (CBD Outer),SCHOOLBUS,10
278, City and Inner South (CBD Outer),SHARED2,548
278, City and Inner South (CBD Outer),SHARED3,66
278, City and Inner South (CBD Outer),TAXI,30
278, City and Inner South (CBD Outer),TNC_SHARED,25
278, City and Inner South (CBD Outer),TNC_SINGLE,46
278, City and Inner South (CBD Outer),WALK,1043
278, City and Inner South (CBD Outer),WALK_AB,159
278, City and Inner South (CBD Outer),WALK_BM,272
278, City and Inner South (CBD Outer),WALK_MR,454
279, City and Inner South (CBD Outer),BIKE,92
279, City and Inner South (CBD Outer),DRIVEALONE,2780
279, City and Inner South (CBD Outer),KNR_TRN,107
279, City and Inner South (CBD Outer),PNR_TRN,80
279, City and Inner South (CBD Outer),SCHOOLBUS,8
279, City and Inner South (CBD Outer),SHARED2,784
279, City and Inner South (CBD Outer),SHARED3,102
279, City and Inner South (CBD Outer),TAXI,50
279, City and Inner South (CBD Outer),TNC_SHARED,40
279, City and Inner South (CBD Outer),TNC_SINGLE,70
279, City and Inner South (CBD Outer),WALK,1631
279, City and Inner South (CBD Outer),WALK_AB,254
279, City and Inner South (CBD Outer),WALK_BM,395
279, City and Inner South (CBD Outer),WALK_MR,479
280, City and Inner South (CBD Outer),BIKE,77
280, City and Inner South (CBD Outer),DRIVEALONE,1961
280, City and Inner South (CBD Outer),KNR_TRN,78
280, City and Inner South (CBD Outer),PNR_TRN,62
280, City and Inner South (CBD Outer),SCHOOLBUS,13
280, City and Inner South (CBD Outer),SHARED2,572
280, City and Inner South (CBD Outer),SHARED3,68
280, City and Inner South (CBD Outer),TAXI,28
280, City and Inner South (CBD Outer),TNC_SHARED,44
280, City and Inner South (CBD Outer),TNC_SINGLE,47
280, City and Inner South (CBD Outer),WALK,1403
280, City and Inner South (CBD Outer),WALK_AB,232
280, City and Inner South (CBD Outer),WALK_BM,317
280, City and Inner South (CBD Outer),WALK_MR,459
281, City and Inner South (CBD Outer),BIKE,109
281, City and Inner South (CBD Outer),DRIVEALONE,1772
281, City and Inner South (CBD Outer),KNR_TRN,58
281, City and Inner South (CBD Outer),PNR_TRN,35
281, City and Inner South (CBD Outer),SCHOOLBUS,14
281, City and Inner South (CBD Outer),SHARED2,631
281, City and Inner South (CBD Outer),SHARED3,82
281, City and Inner South (CBD Outer),TAXI,23
281, City and Inner South (CBD Outer),TNC_SHARED,23
281, City and Inner South (CBD Outer),TNC_SINGLE,64
281, City and Inner South (CBD Outer),WALK,935
281, City and Inner South (CBD Outer),WALK_AB,210
281, City and Inner South (CBD Outer),WALK_BM,276
281, City and Inner South (CBD Outer),WALK_MR,389
282, City and Inner South (CBD Outer),BIKE,128
282, City and Inner South (CBD Outer),DRIVEALONE,4814
282, City and Inner South (CBD Outer),KNR_TRN,129
282, City and Inner South (CBD Outer),PNR_TRN,118
282, City and Inner South (CBD Outer),SCHOOLBUS,4
282, City and Inner South (CBD Outer),SHARED2,1356
282, City and Inner South (CBD Outer),SHARED3,158
282, City and Inner South (CBD Outer),TAXI,75
282, City and Inner South (CBD Outer),TNC_SHARED,79
282, City and Inner South (CBD Outer),TNC_SINGLE,106
282, City and Inner South (CBD Outer),WALK,1853
282, City and Inner South (CBD Outer),WALK_AB,330
282, City and Inner South (CBD Outer),WALK_BM,496
282, City and Inner South (CBD Outer),WALK_MR,523
283, City and Inner South (CBD Outer),BIKE,49
283, City and Inner South (CBD Outer),DRIVEALONE,1030
283, City and Inner South (CBD Outer),KNR_TRN,22
283, City and Inner South (CBD Outer),PNR_TRN,15
283, City and Inner South (CBD Outer),SCHOOLBUS,1
283, City and Inner South (CBD Outer),SHARED2,322
283, City and Inner South (CBD Outer),SHARED3,34
283, City and Inner South (CBD Outer),TAXI,21
283, City and Inner South (CBD Outer),TNC_SHARED,12
283, City and Inner South (CBD Outer),TNC_SINGLE,38
283, City and Inner South (CBD Outer),WALK,564
283, City and Inner South (CBD Outer),WALK_AB,125
283, City and Inner South (CBD Outer),WALK_BM,159
283, City and Inner South (CBD Outer),WALK_MR,157
284, City and Inner South (CBD Outer),BIKE,31
284, City and Inner South (CBD Outer),DRIVEALONE,804
284, City and Inner South (CBD Outer),KNR_TRN,8
284, City and Inner South (CBD Outer),PNR_TRN,9
284, City and Inner South (CBD Outer),SCHOOLBUS,4
284, City and Inner South (CBD Outer),SHARED2,492
284, City and Inner South (CBD Outer),SHARED3,51
284, City and Inner South (CBD Outer),TAXI,11
284, City and Inner South (CBD Outer),TNC_SHARED,13
284, City and Inner South (CBD Outer),TNC_SINGLE,21
284, City and Inner South (CBD Outer),WALK,471
284, City and Inner South (CBD Outer),WALK_AB,103
284, City and Inner South (CBD Outer),WALK_BM,123
284, City and Inner South (CBD Outer),WALK_MR,118
285, City and Inner South (CBD Outer),BIKE,30
285, City and Inner South (CBD Outer),DRIVEALONE,544
285, City and Inner South (CBD Outer),KNR_TRN,21
285, City and Inner South (CBD Outer),PNR_TRN,5
285, City and Inner South (CBD Outer),SCHOOLBUS,8
285, City and Inner South (CBD Outer),SHARED2,228
285, City and Inner South (CBD Outer),SHARED3,26
285, City and Inner South (CBD Outer),TAXI,5
285, City and Inner South (CBD Outer),TNC_SHARED,11
285, City and Inner South (CBD Outer),TNC_SINGLE,12
285, City and Inner South (CBD Outer),WALK,232
285, City and Inner South (CBD Outer),WALK_AB,68
285, City and Inner South (CBD Outer),WALK_BM,117
285, City and Inner South (CBD Outer),WALK_MR,92
286, City and Inner South (CBD Outer),BIKE,23
286, City and Inner South (CBD Outer),DRIVEALONE,702
286, City and Inner South (CBD Outer),KNR_TRN,43
286, City and Inner South (CBD Outer),PNR_TRN,12
286, City and Inner South (CBD Outer),SCHOOLBUS,4
286, City and Inner South (CBD Outer),SHARED2,228
286, City and Inner South (CBD Outer),SHARED3,47
286, City and Inner South (CBD Outer),TAXI,12
286, City and Inner South (CBD Outer),TNC_SHARED,9
286, City and Inner South (CBD Outer),TNC_SINGLE,10
286, City and Inner South (CBD Outer),WALK,611
286, City and Inner South (CBD Outer),WALK_AB,56
286, City and Inner South (CBD Outer),WALK_BM,123
286, City and Inner South (CBD Outer),WALK_MR,258
287, City and Inner South (CBD Outer),BIKE,28
287, City and Inner South (CBD Outer),DRIVEALONE,584
287, City and Inner South (CBD Outer),KNR_TRN,29
287, City and Inner South (CBD Outer),PNR_TRN,7
287, City and Inner South (CBD Outer),SCHOOLBUS,8
287, City and Inner South (CBD Outer),SHARED2,191
287, City and Inner South (CBD Outer),SHARED3,15
287, City and Inner South (CBD Outer),TAXI,7
287, City and Inner South (CBD Outer),TNC_SHARED,8
287, City and Inner South (CBD Outer),TNC_SINGLE,16
287, City and Inner South (CBD Outer),WALK,392
287, City and Inner South (CBD Outer),WALK_AB,67
287, City and Inner South (CBD Outer),WALK_BM,118
287, City and Inner South (CBD Outer),WALK_MR,164
288, City and Inner South (CBD Outer),BIKE,82
288, City and Inner South (CBD Outer),DRIVEALONE,1650
288, City and Inner South (CBD Outer),KNR_TRN,47
288, City and Inner South (CBD Outer),PNR_TRN,43
288, City and Inner South (CBD Outer),SCHOOLBUS,14
288, City and Inner South (CBD Outer),SHARED2,627
288, City and Inner South (CBD Outer),SHARED3,78
288, City and Inner South (CBD Outer),TAXI,23
288, City and Inner South (CBD Outer),TNC_SHARED,22
288, City and Inner South (CBD Outer),TNC_SINGLE,34
288, City and Inner South (CBD Outer),WALK,616
288, City and Inner South (CBD Outer),WALK_AB,126
288, City and Inner South (CBD Outer),WALK_BM,206
288, City and Inner South (CBD Outer),WALK_MR,287
289, City and Inner South (CBD Outer),BIKE,91
289, City and Inner South (CBD Outer),DRIVEALONE,2023
289, City and Inner South (CBD Outer),KNR_TRN,47
289, City and Inner South (CBD Outer),PNR_TRN,38
289, City and Inner South (CBD Outer),SCHOOLBUS,22
289, City and Inner South (CBD Outer),SHARED2,1079
289, City and Inner South (CBD Outer),SHARED3,139
289, City and Inner South (CBD Outer),TAXI,19
289, City and Inner South (CBD Outer),TNC_SHARED,24
289, City and Inner South (CBD Outer),TNC_SINGLE,48
289, City and Inner South (CBD Outer),WALK,873
289, City and Inner South (CBD Outer),WALK_AB,134
289, City and Inner South (CBD Outer),WALK_BM,224
289, City and Inner South (CBD Outer),WALK_MR,371
290, City and Inner South (CBD Outer),BIKE,87
290, City and Inner South (CBD Outer),DRIVEALONE,1592
290, City and Inner South (CBD Outer),KNR_TRN,46
290, City and Inner South (CBD Outer),PNR_TRN,46
290, City and Inner South (CBD Outer),SCHOOLBUS,20
290, City and Inner South (CBD Outer),SHARED2,638
290, City and Inner South (CBD Outer),SHARED3,80
290, City and Inner South (CBD Outer),TAXI,19
290, City and Inner South (CBD Outer),TNC_SHARED,23
290, City and Inner South (CBD Outer),TNC_SINGLE,40
290, City and Inner South (CBD Outer),WALK,650
290, City and Inner South (CBD Outer),WALK_AB,140
290, City and Inner South (CBD Outer),WALK_BM,243
290, City and Inner South (CBD Outer),WALK_MR,332
291, City and Inner South (CBD Outer),BIKE,166
291, City and Inner South (CBD Outer),DRIVEALONE,6056
291, City and Inner South (CBD Outer),KNR_TRN,96
291, City and Inner South (CBD Outer),PNR_TRN,82
291, City and Inner South (CBD Outer),SCHOOLBUS,17
291, City and Inner South (CBD Outer),SHARED2,1976
291, City and Inner South (CBD Outer),SHARED3,199
291, City and Inner South (CBD Outer),TAXI,76
291, City and Inner South (CBD Outer),TNC_SHARED,82
291, City and Inner South (CBD Outer),TNC_SINGLE,144
291, City and Inner South (CBD Outer),WALK,2079
291, City and Inner South (CBD Outer),WALK_AB,250
291, City and Inner South (CBD Outer),WALK_BM,456
291, City and Inner South (CBD Outer),WALK_MR,581
292, City and Inner South (CBD Outer),BIKE,93
292, City and Inner South (CBD Outer),DRIVEALONE,3060
292, City and Inner South (CBD Outer),KNR_TRN,98
292, City and Inner South (CBD Outer),PNR_TRN,66
292, City and Inner South (CBD Outer),SCHOOLBUS,25
292, City and Inner South (CBD Outer),SHARED2,1090
292, City and Inner South (CBD Outer),SHARED3,147
292, City and Inner South (CBD Outer),TAXI,39
292, City and Inner South (CBD Outer),TNC_SHARED,43
292, City and Inner South (CBD Outer),TNC_SINGLE,73
292, City and Inner South (CBD Outer),WALK,1305
292, City and Inner South (CBD Outer),WALK_AB,220
292, City and Inner South (CBD Outer),WALK_BM,392
292, City and Inner South (CBD Outer),WALK_MR,658
293, City and Inner South (CBD Outer),BIKE,176
293, City and Inner South (CBD Outer),DRIVEALONE,6479
293, City and Inner South (CBD Outer),KNR_TRN,99
293, City and Inner South (CBD Outer),PNR_TRN,120
293, City and Inner South (CBD Outer),SCHOOLBUS,12
293, City and Inner South (CBD Outer),SHARED2,2113
293, City and Inner South (CBD Outer),SHARED3,233
293, City and Inner South (CBD Outer),TAXI,77
293, City and Inner South (CBD Outer),TNC_SHARED,102
293, City and Inner South (CBD Outer),TNC_SINGLE,154
293, City and Inner South (CBD Outer),WALK,1976
293, City and Inner South (CBD Outer),WALK_AB,366
293, City and Inner South (CBD Outer),WALK_BM,636
293, City and Inner South (CBD Outer),WALK_MR,846
294, City and Inner South (CBD Outer),BIKE,34
294, City and Inner South (CBD Outer),DRIVEALONE,1044
294, City and Inner South (CBD Outer),KNR_TRN,33
294, City and Inner South (CBD Outer),PNR_TRN,28
294, City and Inner South (CBD Outer),SCHOOLBUS,8
294, City and Inner South (CBD Outer),SHARED2,516
294, City and Inner South (CBD Outer),SHARED3,67
294, City and Inner South (CBD Outer),TAXI,18
294, City and Inner South (CBD Outer),TNC_SHARED,12
294, City and Inner South (CBD Outer),TNC_SINGLE,25
294, City and Inner South (CBD Outer),WALK,503
294, City and Inner South (CBD Outer),WALK_AB,86
294, City and Inner South (CBD Outer),WALK_BM,180
294, City and Inner South (CBD Outer),WALK_MR,284
295, City and Inner South (CBD Outer),BIKE,83
295, City and Inner South (CBD Outer),DRIVEALONE,2158
295, City and Inner South (CBD Outer),KNR_TRN,68
295, City and Inner South (CBD Outer),PNR_TRN,70
295, City and Inner South (CBD Outer),SCHOOLBUS,9
295, City and Inner South (CBD Outer),SHARED2,970
295, City and Inner South (CBD Outer),SHARED3,128
295, City and Inner South (CBD Outer),TAXI,30
295, City and Inner South (CBD Outer),TNC_SHARED,35
295, City and Inner South (CBD Outer),TNC_SINGLE,55
295, City and Inner South (CBD Outer),WALK,1048
295, City and Inner South (CBD Outer),WALK_AB,151
295, City and Inner South (CBD Outer),WALK_BM,336
295, City and Inner South (CBD Outer),WALK_MR,610
296, City and Inner South (CBD Outer),BIKE,35
296, City and Inner South (CBD Outer),DRIVEALONE,1286
296, City and Inner South (CBD Outer),KNR_TRN,75
296, City and Inner South (CBD Outer),PNR_TRN,52
296, City and Inner South (CBD Outer),SCHOOLBUS,14
296, City and Inner South (CBD Outer),SHARED2,539
296, City and Inner South (CBD Outer),SHARED3,50
296, City and Inner South (CBD Outer),TAXI,25
296, City and Inner South (CBD Outer),TNC_SHARED,13
296, City and Inner South (CBD Outer),TNC_SINGLE,19
296, City and Inner South (CBD Outer),WALK,449
296, City and Inner South (CBD Outer),WALK_AB,74
296, City and Inner South (CBD Outer),WALK_BM,245
296, City and Inner South (CBD Outer),WALK_MR,468
297, City and Inner South (CBD Outer),BIKE,90
297, City and Inner South (CBD Outer),DRIVEALONE,4113
297, City and Inner South (CBD Outer),KNR_TRN,115
297, City and Inner South (CBD Outer),PNR_TRN,181
297, City and Inner South (CBD Outer),SCHOOLBUS,6
297, City and Inner South (CBD Outer),SHARED2,1287
297, City and Inner South (CBD Outer),SHARED3,124
297, City and Inner South (CBD Outer),TAXI,68
297, City and Inner South (CBD Outer),TNC_SHARED,72
297, City and Inner South (CBD Outer),TNC_SINGLE,96
297, City and Inner South (CBD Outer),WALK,1531
297, City and Inner South (CBD Outer),WALK_AB,288
297, City and Inner South (CBD Outer),WALK_BM,529
297, City and Inner South (CBD Outer),WALK_MR,795
298, City and Inner South (CBD Outer),BIKE,57
298, City and Inner South (CBD Outer),DRIVEALONE,1977
298, City and Inner South (CBD Outer),KNR_TRN,85
298, City and Inner South (CBD Outer),PNR_TRN,74
298, City and Inner South (CBD Outer),SCHOOLBUS,6
298, City and Inner South (CBD Outer),SHARED2,726
298, City and Inner South (CBD Outer),SHARED3,94
298, City and Inner South (CBD Outer),TAXI,27
298, City and Inner South (CBD Outer),TNC_SHARED,33
298, City and Inner South (CBD Outer),TNC_SINGLE,38
298, City and Inner South (CBD Outer),WALK,811
298, City and Inner South (CBD Outer),WALK_AB,93
298, City and Inner South (CBD Outer),WALK_BM,289
298, City and Inner South (CBD Outer),WALK_MR,615
299, City and Inner South (CBD Outer),BIKE,73
299, City and Inner South (CBD Outer),DRIVEALONE,2354
299, City and Inner South (CBD Outer),KNR_TRN,89
299, City and Inner South (CBD Outer),PNR_TRN,76
299, City and Inner South (CBD Outer),SCHOOLBUS,19
299, City and Inner South (CBD Outer),SHARED2,1177
299, City and Inner South (CBD Outer),SHARED3,134
299, City and Inner South (CBD Outer),TAXI,21
299, City and Inner South (CBD Outer),TNC_SHARED,31
299, City and Inner South (CBD Outer),TNC_SINGLE,58
299, City and Inner South (CBD Outer),WALK,914
299, City and Inner South (CBD Outer),WALK_AB,172
299, City and Inner South (CBD Outer),WALK_BM,342
299, City and Inner South (CBD Outer),WALK_MR,594
300, City and Inner South (CBD Outer),BIKE,32
300, City and Inner South (CBD Outer),DRIVEALONE,1204
300, City and Inner South (CBD Outer),KNR_TRN,42
300, City and Inner South (CBD Outer),PNR_TRN,57
300, City and Inner South (CBD Outer),SCHOOLBUS,11
300, City and Inner South (CBD Outer),SHARED2,509
300, City and Inner South (CBD Outer),SHARED3,68
300, City and Inner South (CBD Outer),TAXI,20
300, City and Inner South (CBD Outer),TNC_SHARED,8
300, City and Inner South (CBD Outer),TNC_SINGLE,18
300, City and Inner South (CBD Outer),WALK,508
300, City and Inner South (CBD Outer),WALK_AB,71
300, City and Inner South (CBD Outer),WALK_BM,147
300, City and Inner South (CBD Outer),WALK_MR,302
301, City and Inner South (CBD Outer),BIKE,34
301, City and Inner South (CBD Outer),DRIVEALONE,1185
301, City and Inner South (CBD Outer),KNR_TRN,47
301, City and Inner South (CBD Outer),PNR_TRN,57
301, City and Inner South (CBD Outer),SCHOOLBUS,9
301, City and Inner South (CBD Outer),SHARED2,615
301, City and Inner South (CBD Outer),SHARED3,80
301, City and Inner South (CBD Outer),TAXI,12
301, City and Inner South (CBD Outer),TNC_SHARED,16
301, City and Inner South (CBD Outer),TNC_SINGLE,26
301, City and Inner South (CBD Outer),WALK,329
301, City and Inner South (CBD Outer),WALK_AB,39
301, City and Inner South (CBD Outer),WALK_BM,132
301, City and Inner South (CBD Outer),WALK_MR,248
302, City and Inner South (CBD Outer),BIKE,50
302, City and Inner South (CBD Outer),DRIVEALONE,1156
302, City and Inner South (CBD Outer),KNR_TRN,41
302, City and Inner South (CBD Outer),PNR_TRN,37
302, City and Inner South (CBD Outer),SCHOOLBUS,12
302, City and Inner South (CBD Outer),SHARED2,439
302, City and Inner South (CBD Outer),SHARED3,58
302, City and Inner South (CBD Outer),TAXI,15
302, City and Inner South (CBD Outer),TNC_SHARED,26
302, City and Inner South (CBD Outer),TNC_SINGLE,18
302, City and Inner South (CBD Outer),WALK,585
302, City and Inner South (CBD Outer),WALK_AB,115
302, City and Inner South (CBD Outer),WALK_BM,203
302, City and Inner South (CBD Outer),WALK_MR,376
303, City and Inner South (CBD Outer),BIKE,21
303, City and Inner South (CBD Outer),DRIVEALONE,474
303, City and Inner South (CBD Outer),KNR_TRN,30
303, City and Inner South (CBD Outer),PNR_TRN,15
303, City and Inner South (CBD Outer),SCHOOLBUS,7
303, City and Inner South (CBD Outer),SHARED2,203
