ZONE,ADJ_SA4,TRIP MODE,QUANTITY
2984, Newcastle and Lake Macquarie,SCHOOLBUS,38
2984, Newcastle and Lake Macquarie,SHARED2,1797
2984, Newcastle and Lake Macquarie,SHARED3,195
2984, Newcastle and Lake Macquarie,TAXI,19
2984, Newcastle and Lake Macquarie,TNC_SHARED,16
2984, Newcastle and Lake Macquarie,TNC_SINGLE,39
2984, Newcastle and Lake Macquarie,WALK,996
2984, Newcastle and Lake Macquarie,WALK_AB,200
2984, Newcastle and Lake Macquarie,WALK_BM,146
2984, Newcastle and Lake Macquarie,WALK_MR,190
2985, Newcastle and Lake Macquarie,BIKE,37
2985, Newcastle and Lake Macquarie,DRIVEALONE,3139
2985, Newcastle and Lake Macquarie,SCHOOLBUS,67
2985, Newcastle and Lake Macquarie,SHARED2,1828
2985, Newcastle and Lake Macquarie,SHARED3,148
2985, Newcastle and Lake Macquarie,TAXI,3
2985, Newcastle and Lake Macquarie,TNC_SHARED,5
2985, Newcastle and Lake Macquarie,TNC_SINGLE,18
2985, Newcastle and Lake Macquarie,WALK,80
2985, Newcastle and Lake Macquarie,WALK_AB,27
2985, Newcastle and Lake Macquarie,WALK_BM,15
2985, Newcastle and Lake Macquarie,WALK_MR,1
2986, Newcastle and Lake Macquarie,BIKE,35
2986, Newcastle and Lake Macquarie,DRIVEALONE,1317
2986, Newcastle and Lake Macquarie,KNR_TRN,1
2986, Newcastle and Lake Macquarie,SCHOOLBUS,36
2986, Newcastle and Lake Macquarie,SHARED2,760
2986, Newcastle and Lake Macquarie,SHARED3,96
2986, Newcastle and Lake Macquarie,TAXI,4
2986, Newcastle and Lake Macquarie,TNC_SHARED,9
2986, Newcastle and Lake Macquarie,TNC_SINGLE,21
2986, Newcastle and Lake Macquarie,WALK,436
2986, Newcastle and Lake Macquarie,WALK_AB,183
2986, Newcastle and Lake Macquarie,WALK_BM,59
2986, Newcastle and Lake Macquarie,WALK_MR,5
2987, Newcastle and Lake Macquarie,BIKE,57
2987, Newcastle and Lake Macquarie,DRIVEALONE,2662
2987, Newcastle and Lake Macquarie,SCHOOLBUS,31
2987, Newcastle and Lake Macquarie,SHARED2,2231
2987, Newcastle and Lake Macquarie,SHARED3,264
2987, Newcastle and Lake Macquarie,TAXI,8
2987, Newcastle and Lake Macquarie,TNC_SHARED,6
2987, Newcastle and Lake Macquarie,TNC_SINGLE,51
2987, Newcastle and Lake Macquarie,WALK,1560
2987, Newcastle and Lake Macquarie,WALK_AB,251
2987, Newcastle and Lake Macquarie,WALK_BM,76
2987, Newcastle and Lake Macquarie,WALK_MR,8
2988, Newcastle and Lake Macquarie,BIKE,66
2988, Newcastle and Lake Macquarie,DRIVEALONE,3558
2988, Newcastle and Lake Macquarie,KNR_TRN,2
2988, Newcastle and Lake Macquarie,PNR_TRN,3
2988, Newcastle and Lake Macquarie,SCHOOLBUS,44
2988, Newcastle and Lake Macquarie,SHARED2,1575
2988, Newcastle and Lake Macquarie,SHARED3,189
2988, Newcastle and Lake Macquarie,TAXI,22
2988, Newcastle and Lake Macquarie,TNC_SHARED,24
2988, Newcastle and Lake Macquarie,TNC_SINGLE,66
2988, Newcastle and Lake Macquarie,WALK,1369
2988, Newcastle and Lake Macquarie,WALK_AB,225
2988, Newcastle and Lake Macquarie,WALK_BM,79
2988, Newcastle and Lake Macquarie,WALK_MR,4
2989, Newcastle and Lake Macquarie,BIKE,75
2989, Newcastle and Lake Macquarie,DRIVEALONE,2805
2989, Newcastle and Lake Macquarie,KNR_TRN,1
2989, Newcastle and Lake Macquarie,PNR_TRN,1
2989, Newcastle and Lake Macquarie,SCHOOLBUS,51
2989, Newcastle and Lake Macquarie,SHARED2,1627
2989, Newcastle and Lake Macquarie,SHARED3,196
2989, Newcastle and Lake Macquarie,TAXI,20
2989, Newcastle and Lake Macquarie,TNC_SHARED,20
2989, Newcastle and Lake Macquarie,TNC_SINGLE,51
2989, Newcastle and Lake Macquarie,WALK,1277
2989, Newcastle and Lake Macquarie,WALK_AB,499
2989, Newcastle and Lake Macquarie,WALK_BM,178
2989, Newcastle and Lake Macquarie,WALK_MR,13
2990, Newcastle and Lake Macquarie,BIKE,40
2990, Newcastle and Lake Macquarie,DRIVEALONE,2966
2990, Newcastle and Lake Macquarie,KNR_TRN,4
2990, Newcastle and Lake Macquarie,PNR_TRN,1
2990, Newcastle and Lake Macquarie,SHARED2,593
2990, Newcastle and Lake Macquarie,SHARED3,65
2990, Newcastle and Lake Macquarie,TAXI,16
2990, Newcastle and Lake Macquarie,TNC_SHARED,23
2990, Newcastle and Lake Macquarie,TNC_SINGLE,31
2990, Newcastle and Lake Macquarie,WALK,225
2990, Newcastle and Lake Macquarie,WALK_AB,99
2990, Newcastle and Lake Macquarie,WALK_BM,54
2990, Newcastle and Lake Macquarie,WALK_MR,36
2991, Newcastle and Lake Macquarie,BIKE,130
2991, Newcastle and Lake Macquarie,DRIVEALONE,6889
2991, Newcastle and Lake Macquarie,KNR_TRN,50
2991, Newcastle and Lake Macquarie,PNR_TRN,74
2991, Newcastle and Lake Macquarie,SCHOOLBUS,31
2991, Newcastle and Lake Macquarie,SHARED2,2131
2991, Newcastle and Lake Macquarie,SHARED3,206
2991, Newcastle and Lake Macquarie,TAXI,36
2991, Newcastle and Lake Macquarie,TNC_SHARED,50
2991, Newcastle and Lake Macquarie,TNC_SINGLE,78
2991, Newcastle and Lake Macquarie,WALK,2019
2991, Newcastle and Lake Macquarie,WALK_AB,349
2991, Newcastle and Lake Macquarie,WALK_BM,324
2991, Newcastle and Lake Macquarie,WALK_MR,415
2992, Newcastle and Lake Macquarie,BIKE,50
2992, Newcastle and Lake Macquarie,DRIVEALONE,1910
2992, Newcastle and Lake Macquarie,KNR_TRN,9
2992, Newcastle and Lake Macquarie,PNR_TRN,10
2992, Newcastle and Lake Macquarie,SCHOOLBUS,21
2992, Newcastle and Lake Macquarie,SHARED2,853
2992, Newcastle and Lake Macquarie,SHARED3,80
2992, Newcastle and Lake Macquarie,TAXI,10
2992, Newcastle and Lake Macquarie,TNC_SHARED,14
2992, Newcastle and Lake Macquarie,TNC_SINGLE,21
2992, Newcastle and Lake Macquarie,WALK,641
2992, Newcastle and Lake Macquarie,WALK_AB,191
2992, Newcastle and Lake Macquarie,WALK_BM,164
2992, Newcastle and Lake Macquarie,WALK_MR,128
2993, Newcastle and Lake Macquarie,BIKE,52
2993, Newcastle and Lake Macquarie,DRIVEALONE,2149
2993, Newcastle and Lake Macquarie,KNR_TRN,9
2993, Newcastle and Lake Macquarie,PNR_TRN,15
2993, Newcastle and Lake Macquarie,SCHOOLBUS,20
2993, Newcastle and Lake Macquarie,SHARED2,664
2993, Newcastle and Lake Macquarie,SHARED3,57
2993, Newcastle and Lake Macquarie,TAXI,12
2993, Newcastle and Lake Macquarie,TNC_SHARED,19
2993, Newcastle and Lake Macquarie,TNC_SINGLE,17
2993, Newcastle and Lake Macquarie,WALK,547
2993, Newcastle and Lake Macquarie,WALK_AB,162
2993, Newcastle and Lake Macquarie,WALK_BM,128
2993, Newcastle and Lake Macquarie,WALK_MR,142
2994, Newcastle and Lake Macquarie,BIKE,122
2994, Newcastle and Lake Macquarie,DRIVEALONE,4897
2994, Newcastle and Lake Macquarie,KNR_TRN,28
2994, Newcastle and Lake Macquarie,PNR_TRN,35
2994, Newcastle and Lake Macquarie,SCHOOLBUS,30
2994, Newcastle and Lake Macquarie,SHARED2,1994
2994, Newcastle and Lake Macquarie,SHARED3,215
2994, Newcastle and Lake Macquarie,TAXI,33
2994, Newcastle and Lake Macquarie,TNC_SHARED,35
2994, Newcastle and Lake Macquarie,TNC_SINGLE,61
2994, Newcastle and Lake Macquarie,WALK,2149
2994, Newcastle and Lake Macquarie,WALK_AB,525
2994, Newcastle and Lake Macquarie,WALK_BM,445
2994, Newcastle and Lake Macquarie,WALK_MR,280
2995, Newcastle and Lake Macquarie,BIKE,94
2995, Newcastle and Lake Macquarie,DRIVEALONE,4103
2995, Newcastle and Lake Macquarie,KNR_TRN,35
2995, Newcastle and Lake Macquarie,PNR_TRN,43
2995, Newcastle and Lake Macquarie,SCHOOLBUS,26
2995, Newcastle and Lake Macquarie,SHARED2,1318
2995, Newcastle and Lake Macquarie,SHARED3,120
2995, Newcastle and Lake Macquarie,TAXI,21
2995, Newcastle and Lake Macquarie,TNC_SHARED,30
2995, Newcastle and Lake Macquarie,TNC_SINGLE,35
2995, Newcastle and Lake Macquarie,WALK,1582
2995, Newcastle and Lake Macquarie,WALK_AB,294
2995, Newcastle and Lake Macquarie,WALK_BM,279
2995, Newcastle and Lake Macquarie,WALK_MR,275
2996, Newcastle and Lake Macquarie,BIKE,121
2996, Newcastle and Lake Macquarie,DRIVEALONE,5429
2996, Newcastle and Lake Macquarie,KNR_TRN,42
2996, Newcastle and Lake Macquarie,PNR_TRN,13
2996, Newcastle and Lake Macquarie,SCHOOLBUS,37
2996, Newcastle and Lake Macquarie,SHARED2,2354
2996, Newcastle and Lake Macquarie,SHARED3,291
2996, Newcastle and Lake Macquarie,TAXI,55
2996, Newcastle and Lake Macquarie,TNC_SHARED,46
2996, Newcastle and Lake Macquarie,TNC_SINGLE,73
2996, Newcastle and Lake Macquarie,WALK,2861
2996, Newcastle and Lake Macquarie,WALK_AB,502
2996, Newcastle and Lake Macquarie,WALK_BM,348
2996, Newcastle and Lake Macquarie,WALK_MR,315
2997, Newcastle and Lake Macquarie,BIKE,136
2997, Newcastle and Lake Macquarie,DRIVEALONE,3614
2997, Newcastle and Lake Macquarie,KNR_TRN,44
2997, Newcastle and Lake Macquarie,PNR_TRN,6
2997, Newcastle and Lake Macquarie,SCHOOLBUS,57
2997, Newcastle and Lake Macquarie,SHARED2,1836
2997, Newcastle and Lake Macquarie,SHARED3,197
2997, Newcastle and Lake Macquarie,TAXI,28
2997, Newcastle and Lake Macquarie,TNC_SHARED,27
2997, Newcastle and Lake Macquarie,TNC_SINGLE,72
2997, Newcastle and Lake Macquarie,WALK,1152
2997, Newcastle and Lake Macquarie,WALK_AB,318
2997, Newcastle and Lake Macquarie,WALK_BM,255
2997, Newcastle and Lake Macquarie,WALK_MR,201
2998, Newcastle and Lake Macquarie,BIKE,97
2998, Newcastle and Lake Macquarie,DRIVEALONE,3464
2998, Newcastle and Lake Macquarie,KNR_TRN,31
2998, Newcastle and Lake Macquarie,PNR_TRN,5
2998, Newcastle and Lake Macquarie,SCHOOLBUS,31
2998, Newcastle and Lake Macquarie,SHARED2,1199
2998, Newcastle and Lake Macquarie,SHARED3,125
2998, Newcastle and Lake Macquarie,TAXI,24
2998, Newcastle and Lake Macquarie,TNC_SHARED,28
2998, Newcastle and Lake Macquarie,TNC_SINGLE,40
2998, Newcastle and Lake Macquarie,WALK,1867
2998, Newcastle and Lake Macquarie,WALK_AB,460
2998, Newcastle and Lake Macquarie,WALK_BM,388
2998, Newcastle and Lake Macquarie,WALK_MR,231
2999, Newcastle and Lake Macquarie,BIKE,68
2999, Newcastle and Lake Macquarie,DRIVEALONE,2358
2999, Newcastle and Lake Macquarie,KNR_TRN,10
2999, Newcastle and Lake Macquarie,PNR_TRN,10
2999, Newcastle and Lake Macquarie,SCHOOLBUS,23
2999, Newcastle and Lake Macquarie,SHARED2,1029
2999, Newcastle and Lake Macquarie,SHARED3,132
2999, Newcastle and Lake Macquarie,TAXI,7
2999, Newcastle and Lake Macquarie,TNC_SHARED,9
2999, Newcastle and Lake Macquarie,TNC_SINGLE,32
2999, Newcastle and Lake Macquarie,WALK,871
2999, Newcastle and Lake Macquarie,WALK_AB,184
2999, Newcastle and Lake Macquarie,WALK_BM,149
2999, Newcastle and Lake Macquarie,WALK_MR,99
3000, Newcastle and Lake Macquarie,BIKE,43
3000, Newcastle and Lake Macquarie,DRIVEALONE,2353
3000, Newcastle and Lake Macquarie,KNR_TRN,86
3000, Newcastle and Lake Macquarie,PNR_TRN,26
3000, Newcastle and Lake Macquarie,SCHOOLBUS,7
3000, Newcastle and Lake Macquarie,SHARED2,558
3000, Newcastle and Lake Macquarie,SHARED3,66
3000, Newcastle and Lake Macquarie,TAXI,17
3000, Newcastle and Lake Macquarie,TNC_SHARED,19
3000, Newcastle and Lake Macquarie,TNC_SINGLE,33
3000, Newcastle and Lake Macquarie,WALK,1148
3000, Newcastle and Lake Macquarie,WALK_AB,241
3000, Newcastle and Lake Macquarie,WALK_BM,271
3000, Newcastle and Lake Macquarie,WALK_MR,337
3001, Newcastle and Lake Macquarie,BIKE,83
3001, Newcastle and Lake Macquarie,DRIVEALONE,6650
3001, Newcastle and Lake Macquarie,KNR_TRN,352
3001, Newcastle and Lake Macquarie,PNR_TRN,104
3001, Newcastle and Lake Macquarie,SCHOOLBUS,2
3001, Newcastle and Lake Macquarie,SHARED2,1300
3001, Newcastle and Lake Macquarie,SHARED3,132
3001, Newcastle and Lake Macquarie,TAXI,60
3001, Newcastle and Lake Macquarie,TNC_SHARED,64
3001, Newcastle and Lake Macquarie,TNC_SINGLE,103
3001, Newcastle and Lake Macquarie,WALK,2968
3001, Newcastle and Lake Macquarie,WALK_AB,512
3001, Newcastle and Lake Macquarie,WALK_BM,779
3001, Newcastle and Lake Macquarie,WALK_MR,842
3002, Newcastle and Lake Macquarie,BIKE,58
3002, Newcastle and Lake Macquarie,DRIVEALONE,4688
3002, Newcastle and Lake Macquarie,KNR_TRN,194
3002, Newcastle and Lake Macquarie,PNR_TRN,77
3002, Newcastle and Lake Macquarie,SHARED2,1021
3002, Newcastle and Lake Macquarie,SHARED3,108
3002, Newcastle and Lake Macquarie,TAXI,37
3002, Newcastle and Lake Macquarie,TNC_SHARED,41
3002, Newcastle and Lake Macquarie,TNC_SINGLE,76
3002, Newcastle and Lake Macquarie,WALK,2491
3002, Newcastle and Lake Macquarie,WALK_AB,358
3002, Newcastle and Lake Macquarie,WALK_BM,484
3002, Newcastle and Lake Macquarie,WALK_MR,567
3003, Newcastle and Lake Macquarie,BIKE,46
3003, Newcastle and Lake Macquarie,DRIVEALONE,1846
3003, Newcastle and Lake Macquarie,KNR_TRN,66
3003, Newcastle and Lake Macquarie,PNR_TRN,6
3003, Newcastle and Lake Macquarie,SCHOOLBUS,4
3003, Newcastle and Lake Macquarie,SHARED2,529
3003, Newcastle and Lake Macquarie,SHARED3,74
3003, Newcastle and Lake Macquarie,TAXI,16
3003, Newcastle and Lake Macquarie,TNC_SHARED,9
3003, Newcastle and Lake Macquarie,TNC_SINGLE,31
3003, Newcastle and Lake Macquarie,WALK,1073
3003, Newcastle and Lake Macquarie,WALK_AB,159
3003, Newcastle and Lake Macquarie,WALK_BM,191
3003, Newcastle and Lake Macquarie,WALK_MR,205
3004, Newcastle and Lake Macquarie,BIKE,32
3004, Newcastle and Lake Macquarie,DRIVEALONE,1188
3004, Newcastle and Lake Macquarie,KNR_TRN,24
3004, Newcastle and Lake Macquarie,PNR_TRN,3
3004, Newcastle and Lake Macquarie,SCHOOLBUS,5
3004, Newcastle and Lake Macquarie,SHARED2,492
3004, Newcastle and Lake Macquarie,SHARED3,57
3004, Newcastle and Lake Macquarie,TAXI,4
3004, Newcastle and Lake Macquarie,TNC_SHARED,6
3004, Newcastle and Lake Macquarie,TNC_SINGLE,12
3004, Newcastle and Lake Macquarie,WALK,697
3004, Newcastle and Lake Macquarie,WALK_AB,130
3004, Newcastle and Lake Macquarie,WALK_BM,117
3004, Newcastle and Lake Macquarie,WALK_MR,161
3005, Newcastle and Lake Macquarie,BIKE,48
3005, Newcastle and Lake Macquarie,DRIVEALONE,3578
3005, Newcastle and Lake Macquarie,KNR_TRN,92
3005, Newcastle and Lake Macquarie,PNR_TRN,18
3005, Newcastle and Lake Macquarie,SCHOOLBUS,14
3005, Newcastle and Lake Macquarie,SHARED2,1179
3005, Newcastle and Lake Macquarie,SHARED3,122
3005, Newcastle and Lake Macquarie,TAXI,17
3005, Newcastle and Lake Macquarie,TNC_SHARED,21
3005, Newcastle and Lake Macquarie,TNC_SINGLE,26
3005, Newcastle and Lake Macquarie,WALK,1682
3005, Newcastle and Lake Macquarie,WALK_AB,283
3005, Newcastle and Lake Macquarie,WALK_BM,289
3005, Newcastle and Lake Macquarie,WALK_MR,330
3006, Newcastle and Lake Macquarie,BIKE,46
3006, Newcastle and Lake Macquarie,DRIVEALONE,1828
3006, Newcastle and Lake Macquarie,KNR_TRN,21
3006, Newcastle and Lake Macquarie,PNR_TRN,4
3006, Newcastle and Lake Macquarie,SCHOOLBUS,7
3006, Newcastle and Lake Macquarie,SHARED2,475
3006, Newcastle and Lake Macquarie,SHARED3,63
3006, Newcastle and Lake Macquarie,TAXI,8
3006, Newcastle and Lake Macquarie,TNC_SHARED,21
3006, Newcastle and Lake Macquarie,TNC_SINGLE,10
3006, Newcastle and Lake Macquarie,WALK,846
3006, Newcastle and Lake Macquarie,WALK_AB,134
3006, Newcastle and Lake Macquarie,WALK_BM,157
3006, Newcastle and Lake Macquarie,WALK_MR,138
3007, Newcastle and Lake Macquarie,BIKE,160
3007, Newcastle and Lake Macquarie,DRIVEALONE,10454
3007, Newcastle and Lake Macquarie,KNR_TRN,381
3007, Newcastle and Lake Macquarie,PNR_TRN,220
3007, Newcastle and Lake Macquarie,SCHOOLBUS,10
3007, Newcastle and Lake Macquarie,SHARED2,2091
3007, Newcastle and Lake Macquarie,SHARED3,225
3007, Newcastle and Lake Macquarie,TAXI,108
3007, Newcastle and Lake Macquarie,TNC_SHARED,123
3007, Newcastle and Lake Macquarie,TNC_SINGLE,197
3007, Newcastle and Lake Macquarie,WALK,4423
3007, Newcastle and Lake Macquarie,WALK_AB,1027
3007, Newcastle and Lake Macquarie,WALK_BM,1123
3007, Newcastle and Lake Macquarie,WALK_MR,1385
3008, Newcastle and Lake Macquarie,BIKE,15
3008, Newcastle and Lake Macquarie,DRIVEALONE,1314
3008, Newcastle and Lake Macquarie,KNR_TRN,48
3008, Newcastle and Lake Macquarie,PNR_TRN,13
3008, Newcastle and Lake Macquarie,SHARED2,221
3008, Newcastle and Lake Macquarie,SHARED3,19
3008, Newcastle and Lake Macquarie,TAXI,12
3008, Newcastle and Lake Macquarie,TNC_SHARED,10
3008, Newcastle and Lake Macquarie,TNC_SINGLE,20
3008, Newcastle and Lake Macquarie,WALK,442
3008, Newcastle and Lake Macquarie,WALK_AB,96
3008, Newcastle and Lake Macquarie,WALK_BM,108
3008, Newcastle and Lake Macquarie,WALK_MR,135
3009, Newcastle and Lake Macquarie,BIKE,30
3009, Newcastle and Lake Macquarie,DRIVEALONE,1346
3009, Newcastle and Lake Macquarie,SHARED2,302
3009, Newcastle and Lake Macquarie,SHARED3,11
3009, Newcastle and Lake Macquarie,TAXI,9
3009, Newcastle and Lake Macquarie,TNC_SHARED,7
3009, Newcastle and Lake Macquarie,TNC_SINGLE,17
3009, Newcastle and Lake Macquarie,WALK,8
3009, Newcastle and Lake Macquarie,WALK_AB,2
3009, Newcastle and Lake Macquarie,WALK_BM,4
3009, Newcastle and Lake Macquarie,WALK_MR,1
3010, Newcastle and Lake Macquarie,BIKE,27
3010, Newcastle and Lake Macquarie,DRIVEALONE,1992
3010, Newcastle and Lake Macquarie,KNR_TRN,6
3010, Newcastle and Lake Macquarie,PNR_TRN,2
3010, Newcastle and Lake Macquarie,SHARED2,428
3010, Newcastle and Lake Macquarie,SHARED3,33
3010, Newcastle and Lake Macquarie,TAXI,8
3010, Newcastle and Lake Macquarie,TNC_SHARED,8
3010, Newcastle and Lake Macquarie,TNC_SINGLE,22
3010, Newcastle and Lake Macquarie,WALK,180
3010, Newcastle and Lake Macquarie,WALK_AB,41
3010, Newcastle and Lake Macquarie,WALK_BM,38
3010, Newcastle and Lake Macquarie,WALK_MR,38
3011, Newcastle and Lake Macquarie,BIKE,14
3011, Newcastle and Lake Macquarie,DRIVEALONE,724
3011, Newcastle and Lake Macquarie,KNR_TRN,1
3011, Newcastle and Lake Macquarie,SCHOOLBUS,1
3011, Newcastle and Lake Macquarie,SHARED2,145
3011, Newcastle and Lake Macquarie,SHARED3,8
3011, Newcastle and Lake Macquarie,TAXI,6
3011, Newcastle and Lake Macquarie,TNC_SHARED,7
3011, Newcastle and Lake Macquarie,TNC_SINGLE,6
3011, Newcastle and Lake Macquarie,WALK,106
3011, Newcastle and Lake Macquarie,WALK_AB,20
3011, Newcastle and Lake Macquarie,WALK_BM,29
3011, Newcastle and Lake Macquarie,WALK_MR,39
3012, Newcastle and Lake Macquarie,BIKE,14
3012, Newcastle and Lake Macquarie,DRIVEALONE,670
3012, Newcastle and Lake Macquarie,KNR_TRN,11
3012, Newcastle and Lake Macquarie,PNR_TRN,9
3012, Newcastle and Lake Macquarie,SCHOOLBUS,4
3012, Newcastle and Lake Macquarie,SHARED2,184
3012, Newcastle and Lake Macquarie,SHARED3,12
3012, Newcastle and Lake Macquarie,TNC_SHARED,3
3012, Newcastle and Lake Macquarie,TNC_SINGLE,8
3012, Newcastle and Lake Macquarie,WALK,42
3012, Newcastle and Lake Macquarie,WALK_AB,23
3012, Newcastle and Lake Macquarie,WALK_BM,35
3012, Newcastle and Lake Macquarie,WALK_MR,44
3013, Newcastle and Lake Macquarie,BIKE,37
3013, Newcastle and Lake Macquarie,DRIVEALONE,3780
3013, Newcastle and Lake Macquarie,KNR_TRN,10
3013, Newcastle and Lake Macquarie,PNR_TRN,26
3013, Newcastle and Lake Macquarie,SCHOOLBUS,2
3013, Newcastle and Lake Macquarie,SHARED2,824
3013, Newcastle and Lake Macquarie,SHARED3,70
3013, Newcastle and Lake Macquarie,TAXI,12
3013, Newcastle and Lake Macquarie,TNC_SHARED,22
3013, Newcastle and Lake Macquarie,TNC_SINGLE,32
3013, Newcastle and Lake Macquarie,WALK,277
3013, Newcastle and Lake Macquarie,WALK_AB,103
3013, Newcastle and Lake Macquarie,WALK_BM,73
3013, Newcastle and Lake Macquarie,WALK_MR,71
3014, Newcastle and Lake Macquarie,BIKE,113
3014, Newcastle and Lake Macquarie,DRIVEALONE,2790
3014, Newcastle and Lake Macquarie,KNR_TRN,15
3014, Newcastle and Lake Macquarie,PNR_TRN,12
3014, Newcastle and Lake Macquarie,SCHOOLBUS,34
3014, Newcastle and Lake Macquarie,SHARED2,1265
3014, Newcastle and Lake Macquarie,SHARED3,118
3014, Newcastle and Lake Macquarie,TAXI,12
3014, Newcastle and Lake Macquarie,TNC_SHARED,24
3014, Newcastle and Lake Macquarie,TNC_SINGLE,48
3014, Newcastle and Lake Macquarie,WALK,560
3014, Newcastle and Lake Macquarie,WALK_AB,172
3014, Newcastle and Lake Macquarie,WALK_BM,93
3014, Newcastle and Lake Macquarie,WALK_MR,143
3015, Newcastle and Lake Macquarie,BIKE,229
3015, Newcastle and Lake Macquarie,DRIVEALONE,8437
3015, Newcastle and Lake Macquarie,KNR_TRN,279
3015, Newcastle and Lake Macquarie,PNR_TRN,13
3015, Newcastle and Lake Macquarie,SCHOOLBUS,1
3015, Newcastle and Lake Macquarie,SHARED2,1854
3015, Newcastle and Lake Macquarie,SHARED3,133
3015, Newcastle and Lake Macquarie,TAXI,51
3015, Newcastle and Lake Macquarie,TNC_SHARED,44
3015, Newcastle and Lake Macquarie,TNC_SINGLE,261
3015, Newcastle and Lake Macquarie,WALK,1992
3015, Newcastle and Lake Macquarie,WALK_AB,1062
3015, Newcastle and Lake Macquarie,WALK_BM,1439
3015, Newcastle and Lake Macquarie,WALK_MR,280
3016, Newcastle and Lake Macquarie,BIKE,83
3016, Newcastle and Lake Macquarie,DRIVEALONE,2789
3016, Newcastle and Lake Macquarie,KNR_TRN,12
3016, Newcastle and Lake Macquarie,PNR_TRN,11
3016, Newcastle and Lake Macquarie,SCHOOLBUS,32
3016, Newcastle and Lake Macquarie,SHARED2,1372
3016, Newcastle and Lake Macquarie,SHARED3,154
3016, Newcastle and Lake Macquarie,TAXI,16
3016, Newcastle and Lake Macquarie,TNC_SHARED,15
3016, Newcastle and Lake Macquarie,TNC_SINGLE,38
3016, Newcastle and Lake Macquarie,WALK,894
3016, Newcastle and Lake Macquarie,WALK_AB,318
3016, Newcastle and Lake Macquarie,WALK_BM,150
3016, Newcastle and Lake Macquarie,WALK_MR,69
3017, Newcastle and Lake Macquarie,BIKE,175
3017, Newcastle and Lake Macquarie,DRIVEALONE,7094
3017, Newcastle and Lake Macquarie,KNR_TRN,15
3017, Newcastle and Lake Macquarie,PNR_TRN,7
3017, Newcastle and Lake Macquarie,SCHOOLBUS,34
3017, Newcastle and Lake Macquarie,SHARED2,2781
3017, Newcastle and Lake Macquarie,SHARED3,349
3017, Newcastle and Lake Macquarie,TAXI,42
3017, Newcastle and Lake Macquarie,TNC_SHARED,43
3017, Newcastle and Lake Macquarie,TNC_SINGLE,95
3017, Newcastle and Lake Macquarie,WALK,2475
3017, Newcastle and Lake Macquarie,WALK_AB,541
3017, Newcastle and Lake Macquarie,WALK_BM,260
3017, Newcastle and Lake Macquarie,WALK_MR,88
3018, Newcastle and Lake Macquarie,BIKE,45
3018, Newcastle and Lake Macquarie,DRIVEALONE,3952
3018, Newcastle and Lake Macquarie,KNR_TRN,3
3018, Newcastle and Lake Macquarie,PNR_TRN,2
3018, Newcastle and Lake Macquarie,SCHOOLBUS,46
3018, Newcastle and Lake Macquarie,SHARED2,1721
3018, Newcastle and Lake Macquarie,SHARED3,151
3018, Newcastle and Lake Macquarie,TAXI,6
3018, Newcastle and Lake Macquarie,TNC_SHARED,8
3018, Newcastle and Lake Macquarie,TNC_SINGLE,26
3018, Newcastle and Lake Macquarie,WALK,103
3018, Newcastle and Lake Macquarie,WALK_AB,308
3018, Newcastle and Lake Macquarie,WALK_BM,303
3018, Newcastle and Lake Macquarie,WALK_MR,8
3019, Newcastle and Lake Macquarie,BIKE,35
3019, Newcastle and Lake Macquarie,DRIVEALONE,4604
3019, Newcastle and Lake Macquarie,KNR_TRN,27
3019, Newcastle and Lake Macquarie,PNR_TRN,39
3019, Newcastle and Lake Macquarie,SCHOOLBUS,30
3019, Newcastle and Lake Macquarie,SHARED2,1920
3019, Newcastle and Lake Macquarie,SHARED3,195
3019, Newcastle and Lake Macquarie,TAXI,11
3019, Newcastle and Lake Macquarie,TNC_SHARED,14
3019, Newcastle and Lake Macquarie,TNC_SINGLE,21
3019, Newcastle and Lake Macquarie,WALK,1860
3019, Newcastle and Lake Macquarie,WALK_AB,93
3019, Newcastle and Lake Macquarie,WALK_BM,117
3019, Newcastle and Lake Macquarie,WALK_MR,124
3020, Newcastle and Lake Macquarie,BIKE,136
3020, Newcastle and Lake Macquarie,DRIVEALONE,8207
3020, Newcastle and Lake Macquarie,KNR_TRN,8
3020, Newcastle and Lake Macquarie,PNR_TRN,3
3020, Newcastle and Lake Macquarie,SCHOOLBUS,47
3020, Newcastle and Lake Macquarie,SHARED2,3589
3020, Newcastle and Lake Macquarie,SHARED3,366
3020, Newcastle and Lake Macquarie,TAXI,31
3020, Newcastle and Lake Macquarie,TNC_SHARED,43
3020, Newcastle and Lake Macquarie,TNC_SINGLE,92
3020, Newcastle and Lake Macquarie,WALK,2338
3020, Newcastle and Lake Macquarie,WALK_AB,703
3020, Newcastle and Lake Macquarie,WALK_BM,281
3020, Newcastle and Lake Macquarie,WALK_MR,41
3021, Newcastle and Lake Macquarie,BIKE,57
3021, Newcastle and Lake Macquarie,DRIVEALONE,2378
3021, Newcastle and Lake Macquarie,KNR_TRN,3
3021, Newcastle and Lake Macquarie,PNR_TRN,4
3021, Newcastle and Lake Macquarie,SCHOOLBUS,9
3021, Newcastle and Lake Macquarie,SHARED2,713
3021, Newcastle and Lake Macquarie,SHARED3,84
3021, Newcastle and Lake Macquarie,TAXI,19
3021, Newcastle and Lake Macquarie,TNC_SHARED,19
3021, Newcastle and Lake Macquarie,TNC_SINGLE,37
3021, Newcastle and Lake Macquarie,WALK,718
